time(ms)	lx (deg)	ly (deg)	lpupdiameter (mm)	rx (deg)	ry (deg)	rpupdiameter (mm)
192.000	0.224	0.118	4.440	-0.234	-0.045	5.097
194.000	0.256	0.105	4.442	-0.279	-0.065	5.094
196.000	0.226	0.116	4.439	-0.321	-0.079	5.088
198.000	0.226	0.115	4.446	-0.323	-0.079	5.093
200.000	0.210	0.094	4.442	-0.275	-0.054	5.090
202.000	0.242	0.116	4.440	-0.266	-0.074	5.084
204.000	0.244	0.105	4.445	-0.287	-0.038	5.091
206.000	0.240	0.106	4.445	-0.270	-0.042	5.099
208.000	0.238	0.102	4.448	-0.305	-0.055	5.093
210.000	0.260	0.096	4.439	-0.293	-0.030	5.096
212.000	0.246	0.098	4.443	-0.293	-0.052	5.097
214.000	0.228	0.107	4.445	-0.301	-0.045	5.097
216.000	0.244	0.077	4.446	-0.272	-0.038	5.096
218.000	0.228	0.089	4.445	-0.270	-0.060	5.097
220.000	0.238	0.089	4.454	-0.260	-0.067	5.104
222.000	0.244	0.098	4.449	-0.240	-0.043	5.103
224.000	0.236	0.091	4.449	-0.275	-0.045	5.109
226.000	0.234	0.098	4.449	-0.291	-0.063	5.101
228.000	0.252	0.093	4.443	-0.266	-0.037	5.101
230.000	0.244	0.092	4.452	-0.254	-0.059	5.101
232.000	0.222	0.073	4.454	-0.260	-0.057	5.106
234.000	0.216	0.064	4.449	-0.262	-0.062	5.100
236.000	0.258	0.071	4.452	-0.242	-0.037	5.107
238.000	0.266	0.068	4.448	-0.266	-0.060	5.099
240.000	0.254	0.074	4.454	-0.242	-0.035	5.113
242.000	0.234	0.069	4.456	-0.236	-0.035	5.114
244.000	0.228	0.077	4.456	-0.222	-0.057	5.107
246.000	0.242	0.058	4.454	-0.234	-0.043	5.106
248.000	0.268	0.042	4.451	-0.234	-0.048	5.110
250.000	0.228	0.063	4.461	-0.246	-0.062	5.114
252.000	0.234	0.062	4.458	-0.240	-0.058	5.106
254.000	0.242	0.064	4.462	-0.186	-0.057	5.110
256.000	0.250	0.076	4.464	-0.250	-0.038	5.117
258.000	0.275	0.069	4.464	-0.244	-0.054	5.109
260.000	0.268	0.067	4.468	-0.232	-0.049	5.103
262.000	0.277	0.057	4.465	-0.246	-0.059	5.106
264.000	0.287	0.060	4.461	-0.208	-0.059	5.111
266.000	0.279	0.054	4.468	-0.242	-0.063	5.109
268.000	0.264	0.053	4.471	-0.210	-0.057	5.100
270.000	0.230	0.055	4.468	-0.204	-0.042	5.111
272.000	0.272	0.071	4.471	-0.252	-0.018	5.101
274.000	0.301	0.082	4.477	-0.230	-0.026	5.107
276.000	0.268	0.074	4.473	-0.262	-0.060	5.111
278.000	0.301	0.072	4.476	-0.216	-0.060	5.110
280.000	0.289	0.060	4.479	-0.262	-0.062	5.110
282.000	0.311	0.079	4.477	-0.234	-0.063	5.117
284.000	0.256	0.062	4.473	-0.240	-0.060	5.113
286.000	0.295	0.093	4.482	-0.236	-0.060	5.110
288.000	0.275	0.064	4.486	-0.246	-0.044	5.117
290.000	0.270	0.057	4.482	-0.216	-0.050	5.123
292.000	0.313	0.083	4.483	-0.256	-0.072	5.121
294.000	0.293	0.082	4.483	-0.214	-0.077	5.114
296.000	0.293	0.065	4.488	-0.246	-0.049	5.120
298.000	0.307	0.081	4.492	-0.244	-0.063	5.123
300.000	0.317	0.074	4.489	-0.236	-0.077	5.127
302.000	0.295	0.076	4.488	-0.240	-0.060	5.126
304.000	0.331	0.087	4.492	-0.238	-0.067	5.121
306.000	0.313	0.088	4.493	-0.252	-0.067	5.127
308.000	0.281	0.091	4.493	-0.238	-0.067	5.136
310.000	0.289	0.062	4.493	-0.254	-0.068	5.124
312.000	0.315	0.069	4.499	-0.266	-0.083	5.133
314.000	0.281	0.059	4.493	-0.228	-0.058	5.131
316.000	0.275	0.083	4.501	-0.230	-0.079	5.140
318.000	0.289	0.082	4.492	-0.238	-0.062	5.131
320.000	0.277	0.063	4.495	-0.242	-0.092	5.131
322.000	0.281	0.064	4.495	-0.256	-0.081	5.123
324.000	0.285	0.073	4.492	-0.244	-0.072	5.130
326.000	0.319	0.081	4.501	-0.248	-0.081	5.139
328.000	0.272	0.058	4.493	-0.234	-0.097	5.140
330.000	0.270	0.071	4.504	-0.252	-0.086	5.139
332.000	0.277	0.069	4.501	-0.218	-0.071	5.141
334.000	0.275	0.074	4.507	-0.242	-0.094	5.143
336.000	0.272	0.083	4.502	-0.240	-0.059	5.139
338.000	0.268	0.078	4.504	-0.222	-0.106	5.141
340.000	0.268	0.072	4.516	-0.226	-0.089	5.149
342.000	0.293	0.072	4.517	-0.248	-0.103	5.143
344.000	0.277	0.084	4.510	-0.254	-0.103	5.140
346.000	0.289	0.063	4.516	-0.248	-0.092	5.149
348.000	0.270	0.083	4.513	-0.246	-0.122	5.144
350.000	0.264	0.081	4.514	-0.264	-0.098	5.147
352.000	0.250	0.083	4.516	-0.266	-0.115	5.144
354.000	0.228	0.067	4.517	-0.264	-0.125	5.144
356.000	0.250	0.059	4.518	-0.309	-0.123	5.149
358.000	0.222	0.040	4.516	-0.327	-0.127	5.144
360.000	0.254	0.060	4.518	-0.281	-0.108	5.147
362.000	0.202	0.071	4.529	-0.252	-0.134	5.161
364.000	0.244	0.065	4.518	-0.285	-0.141	5.150
366.000	0.228	0.062	4.526	-0.289	-0.139	5.160
368.000	0.248	0.089	4.527	-0.295	-0.134	5.159
370.000	0.222	0.063	4.527	-0.285	-0.142	5.157
372.000	0.256	0.092	4.533	-0.268	-0.128	5.157
374.000	0.244	0.087	4.533	-0.275	-0.128	5.154
376.000	0.244	0.062	4.535	-0.283	-0.127	5.159
378.000	0.230	0.055	4.542	-0.256	-0.144	5.167
380.000	0.212	0.065	4.533	-0.250	-0.120	5.163
382.000	0.246	0.076	4.542	-0.266	-0.154	5.168
384.000	0.224	0.064	4.536	-0.277	-0.125	5.164
386.000	0.228	0.069	4.545	-0.287	-0.151	5.174
388.000	0.254	0.065	4.546	-0.295	-0.160	5.168
390.000	0.226	0.055	4.549	-0.279	-0.121	5.178
392.000	0.218	0.077	4.546	-0.285	-0.134	5.168
394.000	0.218	0.062	4.551	-0.248	-0.142	5.181
396.000	0.210	0.065	4.553	-0.268	-0.147	5.177
398.000	0.208	0.078	4.552	-0.264	-0.142	5.178
400.000	0.224	0.067	4.555	-0.272	-0.144	5.180
402.000	0.246	0.078	4.546	-0.285	-0.142	5.178
404.000	0.236	0.073	4.552	-0.262	-0.122	5.176
406.000	0.208	0.076	4.556	-0.226	-0.122	5.183
408.000	0.204	0.057	4.555	-0.232	-0.142	5.181
410.000	0.224	0.073	4.553	-0.252	-0.145	5.177
412.000	0.192	0.057	4.561	-0.289	-0.160	5.184
414.000	0.206	0.069	4.562	-0.262	-0.168	5.181
416.000	0.214	0.074	4.565	-0.305	-0.135	5.187
418.000	0.216	0.086	4.568	-0.250	-0.128	5.183
420.000	0.222	0.067	4.568	-0.244	-0.144	5.187
422.000	0.226	0.074	4.568	-0.242	-0.146	5.187
424.000	0.222	0.073	4.568	-0.234	-0.131	5.180
426.000	0.202	0.055	4.569	-0.258	-0.144	5.191
428.000	0.252	0.072	4.574	-0.238	-0.157	5.193
430.000	0.238	0.093	4.578	-0.254	-0.128	5.195
432.000	0.230	0.073	4.568	-0.244	-0.127	5.190
434.000	0.176	0.077	4.574	-0.246	-0.150	5.201
436.000	0.202	0.059	4.584	-0.230	-0.156	5.200
438.000	0.222	0.052	4.587	-0.242	-0.154	5.197
440.000	0.192	0.073	4.580	-0.246	-0.139	5.200
442.000	0.214	0.076	4.581	-0.246	-0.155	5.208
444.000	0.210	0.057	4.575	-0.252	-0.110	5.201
446.000	0.230	0.077	4.577	-0.250	-0.115	5.204
448.000	0.180	0.086	4.587	-0.204	-0.125	5.202
450.000	0.212	0.113	4.584	-0.240	-0.128	5.201
452.000	0.188	0.089	4.590	-0.210	-0.125	5.214
454.000	0.208	0.079	4.588	-0.220	-0.116	5.218
456.000	0.212	0.097	4.594	-0.264	-0.108	5.209
458.000	0.194	0.091	4.584	-0.232	-0.116	5.216
460.000	0.224	0.072	4.594	-0.228	-0.107	5.222
462.000	0.240	0.100	4.597	-0.240	-0.115	5.214
464.000	0.234	0.107	4.600	-0.238	-0.089	5.219
466.000	0.204	0.097	4.595	-0.226	-0.101	5.223
468.000	0.208	0.096	4.597	-0.210	-0.092	5.226
470.000	0.224	0.103	4.601	-0.192	-0.100	5.226
472.000	0.218	0.097	4.598	-0.238	-0.117	5.223
474.000	0.198	0.093	4.604	-0.214	-0.107	5.232
476.000	0.218	0.105	4.598	-0.216	-0.096	5.235
478.000	0.222	0.105	4.606	-0.210	-0.089	5.233
480.000	0.228	0.110	4.607	-0.214	-0.087	5.229
482.000	0.250	0.101	4.606	-0.200	-0.071	5.239
484.000	0.260	0.107	4.608	-0.174	-0.072	5.236
486.000	0.230	0.103	4.613	-0.212	-0.078	5.242
488.000	0.222	0.120	4.614	-0.200	-0.082	5.242
490.000	0.234	0.102	4.616	-0.208	-0.084	5.250
492.000	0.256	0.088	4.621	-0.178	-0.098	5.251
494.000	0.224	0.087	4.616	-0.184	-0.074	5.247
496.000	0.250	0.120	4.626	-0.182	-0.078	5.250
498.000	0.250	0.093	4.626	-0.184	-0.091	5.256
500.000	0.236	0.105	4.623	-0.208	-0.087	5.251
502.000	0.252	0.125	4.621	-0.158	-0.076	5.249
504.000	0.232	0.112	4.621	-0.162	-0.079	5.251
506.000	0.226	0.107	4.623	-0.202	-0.093	5.251
508.000	0.190	0.121	4.624	-0.176	-0.093	5.258
510.000	0.216	0.122	4.624	-0.190	-0.077	5.253
512.000	0.224	0.116	4.623	-0.224	-0.086	5.257
514.000	0.200	0.097	4.626	-0.142	-0.077	5.270
516.000	0.208	0.086	4.627	-0.190	-0.088	5.264
518.000	0.194	0.103	4.630	-0.162	-0.097	5.267
520.000	0.206	0.126	4.627	-0.152	-0.091	5.270
522.000	0.234	0.120	4.627	-0.160	-0.077	5.261
524.000	0.188	0.110	4.627	-0.158	-0.100	5.270
526.000	0.174	0.106	4.628	-0.178	-0.086	5.267
528.000	0.206	0.113	4.628	-0.154	-0.068	5.271
530.000	0.182	0.103	4.623	-0.162	-0.089	5.270
532.000	0.166	0.086	4.628	-0.152	-0.094	5.268
534.000	0.168	0.102	4.627	-0.178	-0.078	5.276
536.000	0.172	0.069	4.630	-0.154	-0.093	5.258
538.000	0.152	0.091	4.637	-0.166	-0.110	5.268
540.000	0.168	0.088	4.630	-0.214	-0.089	5.265
542.000	0.166	0.091	4.634	-0.138	-0.100	5.276
544.000	0.148	0.084	4.628	-0.168	-0.072	5.261
546.000	0.170	0.102	4.640	-0.156	-0.092	5.265
548.000	0.150	0.094	4.638	-0.144	-0.100	5.268
550.000	0.152	0.102	4.633	-0.162	-0.101	5.261
552.000	0.154	0.077	4.636	-0.110	-0.088	5.270
554.000	0.168	0.083	4.636	-0.152	-0.084	5.268
556.000	0.182	0.097	4.637	-0.102	-0.084	5.278
558.000	0.180	0.082	4.638	-0.134	-0.060	5.271
560.000	0.136	0.093	4.636	-0.152	-0.087	5.265
562.000	0.148	0.096	4.640	-0.114	-0.101	5.276
564.000	0.152	0.077	4.634	-0.082	-0.072	5.279
566.000	0.184	0.093	4.633	-0.134	-0.067	5.271
568.000	0.152	0.093	4.633	-0.146	-0.053	5.267
570.000	0.156	0.074	4.627	-0.122	-0.047	5.264
572.000	0.152	0.082	4.631	-0.166	-0.042	5.268
574.000	0.152	0.087	4.630	-0.156	-0.067	5.270
576.000	0.150	0.092	4.626	-0.160	-0.047	5.258
578.000	0.116	0.093	4.630	-0.120	-0.060	5.272
580.000	0.174	0.091	4.624	-0.170	-0.074	5.258
582.000	0.150	0.094	4.628	-0.102	-0.062	5.263
584.000	0.130	0.091	4.621	-0.090	-0.039	5.258
586.000	0.132	0.083	4.621	-0.152	-0.048	5.257
588.000	0.154	0.101	4.604	-0.092	-0.028	5.256
590.000	0.146	0.108	4.614	-0.140	-0.035	5.250
592.000	0.156	0.106	4.606	-0.160	-0.021	5.247
594.000	0.144	0.100	4.603	-0.150	-0.049	5.232
596.000	0.118	0.107	4.600	-0.152	-0.038	5.235
598.000	0.118	0.111	4.595	-0.108	-0.013	5.235
600.000	0.172	0.117	4.594	-0.142	-0.024	5.232
602.000	0.180	0.103	4.591	-0.150	-0.011	5.225
604.000	0.176	0.123	4.590	-0.150	-0.004	5.221
606.000	0.130	0.107	4.582	-0.124	-0.006	5.219
608.000	0.142	0.113	4.582	-0.156	-0.001	5.209
610.000	0.164	0.123	4.577	-0.166	0.008	5.212
612.000	0.162	0.122	4.572	-0.162	0.025	5.205
614.000	0.186	0.125	4.561	-0.146	0.020	5.201
616.000	0.174	0.135	4.562	-0.150	0.031	5.191
618.000	0.180	0.144	4.564	-0.158	0.028	5.190
620.000	0.200	0.127	4.558	-0.200	0.037	5.187
622.000	0.180	0.142	4.552	-0.180	0.035	5.181
624.000	0.174	0.142	4.551	-0.172	0.042	5.174
626.000	0.204	0.125	4.540	-0.200	0.031	5.164
628.000	0.170	0.136	4.539	-0.178	0.005	5.164
630.000	0.164	0.147	4.536	-0.212	0.018	5.151
632.000	0.176	0.137	4.526	-0.186	0.031	5.149
634.000	0.148	0.118	4.521	-0.196	0.026	5.144
636.000	0.196	0.135	4.516	-0.196	0.049	5.137
638.000	0.186	0.131	4.513	-0.212	0.050	5.139
640.000	0.162	0.141	4.513	-0.218	0.031	5.136
642.000	0.220	0.152	4.501	-0.184	0.045	5.124
644.000	0.220	0.147	4.492	-0.238	0.055	5.119
646.000	0.194	0.125	4.492	-0.188	0.049	5.117
648.000	0.196	0.135	4.486	-0.246	0.065	5.104
650.000	0.200	0.134	4.476	-0.156	0.042	5.096
652.000	0.214	0.145	4.465	-0.256	0.053	5.087
654.000	0.220	0.140	4.462	-0.218	0.058	5.088
656.000	0.230	0.152	4.461	-0.248	0.052	5.077
658.000	0.204	0.140	4.456	-0.248	0.069	5.073
660.000	0.204	0.131	4.455	-0.228	0.063	5.065
662.000	0.198	0.130	4.443	-0.252	0.072	5.065
664.000	0.218	0.145	4.421	-0.248	0.082	5.054
666.000	0.220	0.136	4.419	-0.293	0.067	5.048
668.000	0.220	0.137	4.412	-0.244	0.068	5.041
670.000	0.220	0.137	4.403	-0.270	0.067	5.033
672.000	0.226	0.144	4.397	-0.244	0.072	5.025
674.000	0.226	0.131	4.392	-0.268	0.074	5.025
676.000	0.232	0.136	4.386	-0.301	0.078	5.020
678.000	0.248	0.150	4.383	-0.262	0.084	5.013
680.000	0.226	0.111	4.377	-0.275	0.091	5.012
682.000	0.242	0.144	4.369	-0.331	0.082	4.997
684.000	0.240	0.122	4.369	-0.266	0.093	4.995
686.000	0.232	0.121	4.357	-0.307	0.081	4.981
688.000	0.224	0.145	4.356	-0.272	0.089	4.982
690.000	0.228	0.141	4.351	-0.317	0.062	4.975
692.000	0.228	0.135	4.344	-0.291	0.074	4.970
694.000	0.220	0.134	4.334	-0.313	0.053	4.956
696.000	0.192	0.102	4.322	-0.331	0.060	4.951
698.000	0.160	0.101	4.327	-0.351	0.058	4.947
700.000	0.156	0.087	4.321	-0.383	0.055	4.944
702.000	0.124	0.082	4.312	-0.363	0.040	4.932
704.000	0.128	0.062	4.307	-0.393	0.048	4.935
706.000	0.160	0.069	4.301	-0.411	0.049	4.916
708.000	0.146	0.067	4.296	-0.399	0.034	4.908
710.000	0.128	0.068	4.295	-0.403	0.058	4.910
712.000	0.168	0.065	4.285	-0.411	0.050	4.899
714.000	0.166	0.086	4.279	-0.387	0.054	4.899
716.000	0.198	0.115	4.278	-0.413	0.068	4.889
718.000	0.190	0.078	4.278	-0.409	0.057	4.880
720.000	0.186	0.110	4.259	-0.435	0.063	4.871
722.000	0.170	0.084	4.257	-0.399	0.087	4.869
724.000	0.178	0.105	4.248	-0.425	0.081	4.859
726.000	0.102	0.055	4.245	-0.417	0.081	4.872
728.000	0.174	0.067	4.237	-0.421	0.068	4.853
730.000	0.158	0.071	4.229	-0.437	0.068	4.838
732.000	0.162	0.073	4.222	-0.375	0.077	4.839
734.000	0.150	0.049	4.211	-0.427	0.088	4.834
736.000	0.188	0.084	4.198	-0.427	0.093	4.819
738.000	0.208	0.067	4.203	-0.405	0.077	4.824
740.000	0.156	0.067	4.200	-0.409	0.083	4.819
742.000	0.190	0.053	4.185	-0.427	0.078	4.809
744.000	0.148	0.049	4.177	-0.423	0.059	4.803
746.000	0.220	0.049	4.169	-0.455	0.084	4.790
748.000	0.208	0.071	4.168	-0.447	0.068	4.786
750.000	0.188	0.040	4.161	-0.451	0.074	4.786
752.000	0.198	0.058	4.161	-0.421	0.068	4.777
754.000	0.164	0.039	4.155	-0.449	0.072	4.772
756.000	0.232	0.059	4.146	-0.439	0.062	4.770
758.000	0.214	0.063	4.142	-0.447	0.074	4.767
760.000	0.202	0.049	4.139	-0.465	0.053	4.763
762.000	0.180	0.020	4.133	-0.449	0.079	4.750
764.000	0.216	0.040	4.130	-0.465	0.073	4.746
766.000	0.186	0.034	4.118	-0.471	0.065	4.741
768.000	0.212	0.050	4.117	-0.479	0.079	4.740
770.000	0.202	0.040	4.115	-0.515	0.073	4.729
772.000	0.196	0.034	4.110	-0.485	0.072	4.730
774.000	0.192	0.025	4.102	-0.479	0.063	4.718
776.000	0.196	0.035	4.101	-0.491	0.063	4.712
778.000	0.176	0.026	4.104	-0.497	0.052	4.715
780.000	0.174	0.031	4.091	-0.473	0.048	4.709
782.000	0.162	0.014	4.088	-0.491	0.062	4.707
784.000	0.190	0.020	4.073	-0.485	0.060	4.698
786.000	0.172	-0.011	4.073	-0.475	0.059	4.696
788.000	0.184	0.015	4.070	-0.473	0.054	4.693
790.000	0.152	-0.021	4.063	-0.507	0.052	4.674
792.000	0.144	-0.014	4.060	-0.475	0.044	4.687
794.000	0.180	0.005	4.055	-0.491	0.048	4.662
796.000	0.172	-0.008	4.054	-0.525	0.053	4.665
798.000	0.224	0.009	4.040	-0.541	0.050	4.646
800.000	0.162	-0.004	4.042	-0.511	0.058	4.646
802.000	0.174	-0.015	4.034	-0.529	0.057	4.651
804.000	0.178	-0.024	4.032	-0.507	0.062	4.641
806.000	0.158	-0.042	4.031	-0.491	0.024	4.641
808.000	0.188	-0.048	4.022	-0.527	0.035	4.633
810.000	0.174	-0.029	4.024	-0.531	0.035	4.625
812.000	0.212	-0.021	4.012	-0.545	0.024	4.617
814.000	0.136	-0.042	4.009	-0.543	0.031	4.627
816.000	0.154	-0.048	4.011	-0.531	0.038	4.608
818.000	0.178	-0.019	4.008	-0.483	0.044	4.608
820.000	0.156	-0.042	3.988	-0.549	0.053	4.598
822.000	0.156	-0.047	3.993	-0.495	0.052	4.602
824.000	0.156	-0.035	3.994	-0.541	0.035	4.592
826.000	0.202	-0.024	3.979	-0.523	0.030	4.584
828.000	0.152	-0.047	3.976	-0.567	0.024	4.581
830.000	0.158	-0.048	3.971	-0.559	0.060	4.578
832.000	0.170	-0.050	3.963	-0.579	0.020	4.581
834.000	0.172	-0.038	3.964	-0.521	0.048	4.570
836.000	0.184	-0.038	3.963	-0.547	0.035	4.565
838.000	0.180	-0.052	3.951	-0.551	0.040	4.562
840.000	0.174	-0.043	3.951	-0.549	0.037	4.562
842.000	0.176	-0.064	3.946	-0.511	0.055	4.555
844.000	0.134	-0.058	3.936	-0.573	0.028	4.547
846.000	0.158	-0.073	3.934	-0.571	-0.003	4.550
848.000	0.154	-0.059	3.936	-0.573	0.042	4.541
850.000	0.174	-0.069	3.924	-0.593	0.031	4.531
852.000	0.198	-0.054	3.921	-0.605	0.008	4.524
854.000	0.196	-0.076	3.921	-0.607	0.019	4.524
856.000	0.190	-0.050	3.916	-0.575	0.035	4.515
858.000	0.158	-0.083	3.912	-0.615	0.015	4.521
860.000	0.158	-0.082	3.911	-0.635	0.014	4.494
862.000	0.134	-0.078	3.912	-0.611	0.023	4.508
864.000	0.134	-0.110	3.899	-0.621	-0.010	4.495
866.000	0.116	-0.098	3.899	-0.601	0.009	4.489
868.000	0.142	-0.111	3.900	-0.649	-0.009	4.492
870.000	0.116	-0.108	3.888	-0.601	0.003	4.485
872.000	0.118	-0.106	3.887	-0.607	-0.003	4.474
874.000	0.140	-0.084	3.887	-0.563	0.008	4.474
876.000	0.150	-0.113	3.877	-0.631	0.000	4.466
878.000	0.166	-0.126	3.870	-0.623	0.015	4.463
880.000	0.138	-0.130	3.877	-0.617	-0.011	4.459
882.000	0.122	-0.135	3.868	-0.633	-0.009	4.454
884.000	0.096	-0.140	3.865	-0.623	-0.018	4.464
886.000	0.048	-0.155	3.859	-0.647	-0.028	4.449
888.000	0.098	-0.150	3.859	-0.605	-0.006	4.449
890.000	0.140	-0.121	3.853	-0.655	-0.014	4.438
892.000	0.130	-0.137	3.847	-0.639	0.004	4.436
894.000	0.098	-0.160	3.847	-0.645	-0.026	4.443
896.000	0.078	-0.149	3.837	-0.635	-0.018	4.430
898.000	0.098	-0.160	3.834	-0.663	-0.035	4.425
900.000	0.098	-0.147	3.834	-0.631	-0.054	4.421
902.000	0.076	-0.159	3.835	-0.633	-0.034	4.430
904.000	0.094	-0.168	3.820	-0.637	-0.020	4.420
906.000	0.100	-0.149	3.818	-0.653	-0.011	4.415
908.000	0.074	-0.198	3.811	-0.653	-0.037	4.411
910.000	0.058	-0.154	3.818	-0.621	-0.037	4.408
912.000	0.104	-0.180	3.815	-0.661	-0.065	4.406
914.000	0.098	-0.179	3.813	-0.629	-0.037	4.398
916.000	0.062	-0.175	3.797	-0.695	-0.040	4.396
918.000	0.058	-0.198	3.801	-0.647	-0.068	4.391
920.000	0.066	-0.168	3.794	-0.647	-0.028	4.395
922.000	0.076	-0.183	3.792	-0.641	-0.067	4.386
924.000	0.048	-0.162	3.788	-0.665	-0.040	4.376
926.000	0.030	-0.196	3.783	-0.681	-0.031	4.375
