time(ms)	lx (deg)	ly (deg)	lpupdiameter (mm)	rx (deg)	ry (deg)	rpupdiameter (mm)
76.000	-0.773	-0.157	4.523	-0.373	-0.703	4.151
78.000	-0.727	-0.157	4.518	-0.409	-0.693	4.156
80.000	-0.751	-0.208	4.520	-0.389	-0.690	4.153
82.000	-0.771	-0.134	4.521	-0.383	-0.699	4.158
84.000	-0.731	-0.146	4.524	-0.395	-0.679	4.158
86.000	-0.739	-0.178	4.526	-0.363	-0.690	4.155
88.000	-0.771	-0.175	4.533	-0.377	-0.674	4.165
90.000	-0.711	-0.118	4.523	-0.373	-0.680	4.167
92.000	-0.735	-0.144	4.532	-0.371	-0.674	4.171
94.000	-0.729	-0.106	4.524	-0.341	-0.675	4.169
96.000	-0.741	-0.105	4.527	-0.369	-0.674	4.167
98.000	-0.745	-0.134	4.530	-0.395	-0.673	4.164
100.000	-0.749	-0.178	4.533	-0.371	-0.678	4.172
102.000	-0.725	-0.150	4.524	-0.397	-0.669	4.156
104.000	-0.759	-0.183	4.536	-0.381	-0.704	4.162
106.000	-0.765	-0.198	4.539	-0.373	-0.679	4.158
108.000	-0.749	-0.146	4.539	-0.361	-0.712	4.162
110.000	-0.791	-0.135	4.533	-0.367	-0.718	4.158
112.000	-0.767	-0.125	4.537	-0.399	-0.698	4.158
114.000	-0.797	-0.123	4.535	-0.395	-0.718	4.158
116.000	-0.687	-0.178	4.521	-0.399	-0.708	4.158
118.000	-0.717	-0.102	4.535	-0.345	-0.731	4.165
120.000	-0.723	-0.131	4.523	-0.375	-0.733	4.156
122.000	-0.727	-0.171	4.527	-0.391	-0.728	4.162
124.000	-0.787	-0.155	4.520	-0.343	-0.712	4.160
126.000	-0.793	-0.098	4.524	-0.395	-0.719	4.156
128.000	-0.767	-0.173	4.540	-0.389	-0.734	4.162
130.000	-0.713	-0.116	4.521	-0.397	-0.732	4.158
132.000	-0.807	-0.141	4.543	-0.377	-0.708	4.167
134.000	-0.769	-0.178	4.524	-0.371	-0.708	4.160
136.000	-0.729	-0.123	4.532	-0.363	-0.714	4.155
138.000	-0.745	-0.145	4.542	-0.331	-0.739	4.160
140.000	-0.779	-0.168	4.542	-0.357	-0.736	4.156
142.000	-0.739	-0.123	4.529	-0.365	-0.739	4.156
144.000	-0.763	-0.150	4.523	-0.393	-0.743	4.144
146.000	-0.777	-0.128	4.530	-0.381	-0.726	4.144
148.000	-0.699	-0.151	4.526	-0.405	-0.743	4.156
150.000	-0.783	-0.132	4.523	-0.383	-0.742	4.149
152.000	-0.812	-0.147	4.520	-0.379	-0.772	4.156
154.000	-0.763	-0.193	4.523	-0.401	-0.747	4.151
156.000	-0.846	-0.131	4.533	-0.405	-0.728	4.149
158.000	-0.761	-0.165	4.518	-0.381	-0.753	4.142
160.000	-0.757	-0.171	4.508	-0.369	-0.738	4.141
162.000	-0.793	-0.130	4.511	-0.377	-0.751	4.137
164.000	-0.763	-0.123	4.530	-0.375	-0.748	4.141
166.000	-0.711	-0.169	4.523	-0.397	-0.718	4.146
168.000	-0.771	-0.183	4.514	-0.375	-0.757	4.144
170.000	-0.767	-0.128	4.508	-0.343	-0.714	4.141
172.000	-0.743	-0.157	4.511	-0.375	-0.714	4.141
174.000	-0.701	-0.117	4.516	-0.357	-0.710	4.148
176.000	-0.753	-0.165	4.517	-0.403	-0.722	4.139
178.000	-0.747	-0.150	4.518	-0.327	-0.718	4.151
180.000	-0.741	-0.152	4.518	-0.383	-0.741	4.141
182.000	-0.731	-0.174	4.521	-0.357	-0.718	4.144
184.000	-0.715	-0.180	4.511	-0.327	-0.709	4.146
186.000	-0.757	-0.204	4.518	-0.321	-0.720	4.151
188.000	-0.685	-0.173	4.520	-0.395	-0.698	4.146
190.000	-0.725	-0.193	4.526	-0.355	-0.676	4.142
192.000	-0.699	-0.185	4.521	-0.343	-0.704	4.139
194.000	-0.729	-0.184	4.516	-0.373	-0.753	4.137
196.000	-0.773	-0.161	4.530	-0.349	-0.736	4.144
198.000	-0.801	-0.170	4.513	-0.367	-0.708	4.137
200.000	-0.743	-0.140	4.511	-0.347	-0.693	4.135
202.000	-0.743	-0.169	4.514	-0.373	-0.713	4.135
204.000	-0.697	-0.164	4.514	-0.349	-0.695	4.133
206.000	-0.691	-0.162	4.517	-0.339	-0.692	4.132
208.000	-0.753	-0.149	4.517	-0.353	-0.685	4.132
210.000	-0.757	-0.142	4.518	-0.375	-0.668	4.123
212.000	-0.745	-0.146	4.518	-0.345	-0.664	4.126
214.000	-0.765	-0.156	4.507	-0.363	-0.693	4.133
216.000	-0.755	-0.134	4.508	-0.347	-0.680	4.130
218.000	-0.691	-0.159	4.505	-0.361	-0.695	4.128
220.000	-0.699	-0.160	4.511	-0.363	-0.670	4.128
222.000	-0.733	-0.180	4.511	-0.275	-0.694	4.126
224.000	-0.755	-0.165	4.510	-0.345	-0.702	4.123
226.000	-0.733	-0.161	4.508	-0.351	-0.670	4.110
228.000	-0.743	-0.136	4.492	-0.395	-0.669	4.107
230.000	-0.703	-0.155	4.495	-0.385	-0.699	4.123
232.000	-0.743	-0.161	4.488	-0.329	-0.693	4.114
234.000	-0.717	-0.103	4.492	-0.307	-0.666	4.112
236.000	-0.713	-0.107	4.486	-0.347	-0.651	4.109
238.000	-0.803	-0.131	4.498	-0.359	-0.678	4.105
240.000	-0.753	-0.183	4.493	-0.373	-0.673	4.114
242.000	-0.731	-0.144	4.486	-0.357	-0.669	4.112
244.000	-0.814	-0.130	4.488	-0.349	-0.679	4.110
246.000	-0.719	-0.084	4.485	-0.343	-0.678	4.110
248.000	-0.687	-0.145	4.496	-0.351	-0.710	4.101
250.000	-0.713	-0.131	4.492	-0.421	-0.690	4.103
252.000	-0.801	-0.126	4.499	-0.355	-0.695	4.110
254.000	-0.733	-0.091	4.486	-0.395	-0.665	4.100
256.000	-0.729	-0.127	4.486	-0.377	-0.685	4.100
258.000	-0.810	-0.116	4.491	-0.395	-0.690	4.094
260.000	-0.773	-0.097	4.479	-0.347	-0.695	4.103
262.000	-0.785	-0.112	4.479	-0.389	-0.665	4.100
264.000	-0.761	-0.111	4.485	-0.357	-0.639	4.098
266.000	-0.757	-0.100	4.483	-0.391	-0.636	4.094
268.000	-0.777	-0.102	4.480	-0.387	-0.649	4.096
270.000	-0.767	-0.105	4.474	-0.401	-0.645	4.093
272.000	-0.745	-0.052	4.483	-0.411	-0.645	4.096
274.000	-0.781	-0.142	4.489	-0.389	-0.620	4.098
276.000	-0.765	-0.074	4.468	-0.373	-0.620	4.085
278.000	-0.763	-0.092	4.474	-0.361	-0.606	4.093
280.000	-0.803	-0.128	4.482	-0.367	-0.610	4.093
282.000	-0.765	-0.078	4.479	-0.353	-0.607	4.094
284.000	-0.711	-0.063	4.471	-0.367	-0.601	4.084
286.000	-0.797	-0.091	4.471	-0.419	-0.601	4.085
288.000	-0.741	-0.107	4.458	-0.423	-0.616	4.078
290.000	-0.767	-0.092	4.465	-0.399	-0.632	4.082
292.000	-0.743	-0.112	4.468	-0.381	-0.608	4.075
294.000	-0.807	-0.125	4.468	-0.389	-0.631	4.089
296.000	-0.737	-0.121	4.474	-0.353	-0.595	4.078
298.000	-0.725	-0.089	4.477	-0.425	-0.621	4.089
300.000	-0.779	-0.078	4.467	-0.447	-0.598	4.084
302.000	-0.725	-0.089	4.476	-0.433	-0.605	4.067
304.000	-0.759	-0.076	4.461	-0.431	-0.607	4.076
306.000	-0.755	-0.106	4.468	-0.355	-0.607	4.078
308.000	-0.683	-0.069	4.465	-0.409	-0.595	4.066
310.000	-0.765	-0.079	4.461	-0.435	-0.597	4.066
312.000	-0.743	-0.064	4.465	-0.413	-0.612	4.075
314.000	-0.771	-0.068	4.459	-0.389	-0.601	4.062
316.000	-0.705	-0.088	4.464	-0.409	-0.600	4.067
318.000	-0.759	-0.110	4.473	-0.411	-0.620	4.062
320.000	-0.747	-0.087	4.455	-0.401	-0.601	4.060
322.000	-0.703	-0.079	4.449	-0.421	-0.616	4.058
324.000	-0.717	-0.113	4.458	-0.393	-0.587	4.058
326.000	-0.781	-0.086	4.459	-0.403	-0.598	4.062
328.000	-0.769	-0.103	4.459	-0.397	-0.610	4.064
330.000	-0.727	-0.087	4.454	-0.417	-0.603	4.053
332.000	-0.807	-0.092	4.454	-0.453	-0.593	4.057
334.000	-0.781	-0.058	4.445	-0.423	-0.589	4.051
336.000	-0.755	-0.038	4.461	-0.405	-0.617	4.055
338.000	-0.816	-0.121	4.448	-0.415	-0.577	4.051
340.000	-0.727	-0.055	4.449	-0.403	-0.592	4.057
342.000	-0.743	-0.094	4.448	-0.405	-0.568	4.055
344.000	-0.828	-0.108	4.458	-0.401	-0.562	4.062
346.000	-0.741	-0.097	4.449	-0.395	-0.553	4.057
348.000	-0.761	-0.107	4.433	-0.377	-0.555	4.046
350.000	-0.761	-0.058	4.443	-0.357	-0.578	4.046
352.000	-0.691	-0.084	4.433	-0.415	-0.582	4.049
354.000	-0.743	-0.049	4.436	-0.397	-0.535	4.038
356.000	-0.731	-0.110	4.445	-0.395	-0.547	4.040
358.000	-0.685	-0.108	4.439	-0.383	-0.520	4.037
360.000	-0.725	-0.097	4.442	-0.361	-0.538	4.051
362.000	-0.723	-0.072	4.442	-0.393	-0.596	4.044
364.000	-0.737	-0.068	4.440	-0.367	-0.554	4.037
366.000	-0.771	-0.067	4.425	-0.379	-0.532	4.046
368.000	-0.737	-0.101	4.436	-0.329	-0.543	4.042
370.000	-0.715	-0.102	4.433	-0.387	-0.548	4.038
372.000	-0.741	-0.049	4.442	-0.381	-0.540	4.037
374.000	-0.717	-0.072	4.440	-0.369	-0.519	4.038
376.000	-0.791	-0.106	4.437	-0.385	-0.532	4.035
378.000	-0.687	-0.117	4.440	-0.371	-0.526	4.046
380.000	-0.633	-0.089	4.430	-0.393	-0.524	4.040
382.000	-0.709	-0.112	4.437	-0.407	-0.538	4.048
384.000	-0.725	-0.057	4.425	-0.379	-0.491	4.035
386.000	-0.695	-0.087	4.430	-0.359	-0.520	4.026
388.000	-0.723	-0.054	4.440	-0.383	-0.510	4.028
390.000	-0.723	-0.042	4.437	-0.387	-0.532	4.029
392.000	-0.727	-0.069	4.436	-0.385	-0.532	4.029
394.000	-0.727	-0.137	4.434	-0.395	-0.528	4.033
396.000	-0.693	-0.118	4.428	-0.385	-0.550	4.042
398.000	-0.667	-0.063	4.431	-0.373	-0.574	4.028
400.000	-0.705	-0.094	4.430	-0.375	-0.589	4.028
402.000	-0.695	-0.073	4.433	-0.389	-0.562	4.026
404.000	-0.723	-0.063	4.433	-0.405	-0.561	4.026
406.000	-0.731	-0.068	4.428	-0.395	-0.539	4.024
408.000	-0.713	-0.040	4.424	-0.405	-0.542	4.015
410.000	-0.713	-0.077	4.428	-0.385	-0.547	4.013
412.000	-0.699	-0.093	4.433	-0.373	-0.545	4.015
414.000	-0.731	-0.083	4.421	-0.383	-0.568	4.017
416.000	-0.727	-0.073	4.437	-0.347	-0.550	4.024
418.000	-0.683	-0.074	4.425	-0.375	-0.519	4.011
420.000	-0.717	-0.077	4.434	-0.401	-0.567	4.028
422.000	-0.810	-0.087	4.427	-0.397	-0.557	4.013
424.000	-0.735	-0.079	4.430	-0.447	-0.566	4.008
426.000	-0.759	-0.087	4.434	-0.373	-0.574	4.008
428.000	-0.747	-0.031	4.430	-0.389	-0.553	4.004
430.000	-0.725	-0.081	4.431	-0.401	-0.557	4.000
432.000	-0.723	-0.107	4.434	-0.431	-0.547	4.011
434.000	-0.707	-0.073	4.428	-0.425	-0.544	4.018
436.000	-0.713	-0.064	4.433	-0.369	-0.584	4.013
438.000	-0.767	-0.092	4.440	-0.415	-0.571	4.015
440.000	-0.703	-0.040	4.422	-0.405	-0.563	4.006
442.000	-0.727	-0.065	4.427	-0.351	-0.566	4.009
444.000	-0.723	-0.073	4.437	-0.403	-0.566	4.015
446.000	-0.689	-0.072	4.419	-0.397	-0.550	4.008
448.000	-0.655	-0.079	4.427	-0.391	-0.593	4.018
450.000	-0.691	-0.072	4.419	-0.471	-0.591	4.008
452.000	-0.725	-0.063	4.428	-0.407	-0.587	4.011
454.000	-0.699	-0.084	4.419	-0.411	-0.592	4.006
456.000	-0.697	-0.054	4.421	-0.483	-0.596	4.008
458.000	-0.781	-0.057	4.428	-0.437	-0.563	4.013
460.000	-0.665	-0.059	4.427	-0.457	-0.576	4.009
462.000	-0.755	-0.062	4.430	-0.415	-0.595	4.013
464.000	-0.721	-0.073	4.440	-0.427	-0.583	4.024
466.000	-0.643	-0.083	4.436	-0.363	-0.550	4.017
468.000	-0.683	-0.077	4.427	-0.427	-0.613	4.015
470.000	-0.671	-0.067	4.425	-0.437	-0.612	4.011
472.000	-0.629	-0.076	4.440	-0.409	-0.576	4.022
474.000	-0.637	-0.057	4.422	-0.399	-0.545	4.008
476.000	-0.657	-0.072	4.433	-0.417	-0.557	4.009
478.000	-0.661	-0.059	4.433	-0.405	-0.563	4.011
480.000	-0.703	-0.068	4.428	-0.437	-0.568	4.015
482.000	-0.689	-0.078	4.428	-0.411	-0.589	4.013
484.000	-0.669	-0.044	4.436	-0.405	-0.576	4.004
486.000	-0.687	-0.044	4.422	-0.401	-0.548	4.006
488.000	-0.665	-0.029	4.431	-0.367	-0.574	4.017
490.000	-0.683	-0.021	4.425	-0.401	-0.562	4.013
492.000	-0.693	-0.054	4.433	-0.423	-0.538	4.017
494.000	-0.649	-0.011	4.425	-0.383	-0.542	4.008
496.000	-0.653	-0.019	4.422	-0.373	-0.544	4.006
498.000	-0.661	-0.031	4.430	-0.397	-0.569	4.015
500.000	-0.667	-0.034	4.422	-0.399	-0.550	4.004
502.000	-0.695	-0.031	4.425	-0.415	-0.544	4.011
504.000	-0.695	-0.063	4.427	-0.369	-0.520	4.020
506.000	-0.689	-0.084	4.440	-0.387	-0.544	4.011
508.000	-0.719	-0.072	4.424	-0.329	-0.550	4.031
510.000	-0.677	-0.042	4.421	-0.427	-0.533	4.013
512.000	-0.745	-0.037	4.428	-0.367	-0.539	4.011
514.000	-0.723	-0.067	4.430	-0.385	-0.563	4.011
516.000	-0.629	-0.065	4.416	-0.393	-0.538	4.011
518.000	-0.723	-0.093	4.415	-0.369	-0.545	4.013
520.000	-0.713	-0.089	4.413	-0.341	-0.572	4.008
522.000	-0.751	-0.092	4.416	-0.377	-0.563	4.008
524.000	-0.673	-0.021	4.409	-0.397	-0.595	3.998
526.000	-0.689	-0.078	4.412	-0.371	-0.606	3.993
528.000	-0.647	-0.073	4.415	-0.387	-0.577	4.002
530.000	-0.687	-0.096	4.424	-0.395	-0.576	4.006
532.000	-0.681	-0.019	4.410	-0.369	-0.576	4.000
534.000	-0.717	-0.048	4.409	-0.387	-0.582	3.997
536.000	-0.723	-0.113	4.409	-0.449	-0.552	4.006
538.000	-0.643	-0.063	4.407	-0.381	-0.562	4.002
540.000	-0.697	-0.031	4.404	-0.359	-0.566	3.995
542.000	-0.671	-0.035	4.397	-0.351	-0.540	3.991
544.000	-0.649	-0.049	4.397	-0.337	-0.544	3.997
546.000	-0.635	-0.029	4.395	-0.393	-0.564	3.989
548.000	-0.631	-0.062	4.398	-0.345	-0.520	3.997
550.000	-0.685	-0.053	4.404	-0.355	-0.559	3.998
552.000	-0.745	-0.052	4.395	-0.385	-0.563	3.993
554.000	-0.611	-0.039	4.389	-0.383	-0.554	3.986
556.000	-0.707	-0.050	4.388	-0.373	-0.549	3.984
558.000	-0.643	0.008	4.395	-0.365	-0.496	3.986
560.000	-0.643	-0.029	4.382	-0.335	-0.508	3.976
562.000	-0.651	-0.015	4.389	-0.325	-0.516	3.978
564.000	-0.681	-0.026	4.385	-0.339	-0.489	3.982
566.000	-0.635	-0.033	4.372	-0.367	-0.510	3.967
568.000	-0.617	-0.047	4.369	-0.349	-0.501	3.967
570.000	-0.669	-0.033	4.379	-0.345	-0.494	3.973
572.000	-0.587	0.016	4.368	-0.297	-0.499	3.967
574.000	-0.581	0.030	4.365	-0.361	-0.500	3.965
576.000	-0.589	-0.030	4.351	-0.321	-0.489	3.962
578.000	-0.585	-0.014	4.345	-0.305	-0.490	3.950
580.000	-0.603	0.004	4.341	-0.351	-0.479	3.952
582.000	-0.591	0.023	4.327	-0.361	-0.482	3.949
584.000	-0.595	0.008	4.338	-0.363	-0.490	3.943
586.000	-0.641	0.021	4.341	-0.375	-0.501	3.945
588.000	-0.631	-0.006	4.330	-0.375	-0.471	3.934
590.000	-0.641	-0.020	4.324	-0.365	-0.475	3.930
592.000	-0.605	0.028	4.334	-0.339	-0.489	3.939
594.000	-0.601	0.035	4.318	-0.309	-0.485	3.921
596.000	-0.565	0.033	4.305	-0.351	-0.491	3.915
598.000	-0.609	0.014	4.296	-0.367	-0.504	3.924
600.000	-0.613	-0.016	4.298	-0.369	-0.480	3.913
602.000	-0.539	0.020	4.293	-0.361	-0.465	3.915
604.000	-0.613	0.014	4.281	-0.341	-0.445	3.908
606.000	-0.593	0.024	4.285	-0.367	-0.455	3.904
608.000	-0.645	0.076	4.285	-0.301	-0.442	3.906
610.000	-0.595	0.044	4.273	-0.365	-0.446	3.900
612.000	-0.623	0.020	4.264	-0.317	-0.466	3.894
614.000	-0.581	0.024	4.259	-0.357	-0.462	3.889
616.000	-0.599	0.029	4.254	-0.365	-0.440	3.876
618.000	-0.551	0.039	4.251	-0.341	-0.453	3.879
620.000	-0.619	0.031	4.250	-0.359	-0.430	3.876
622.000	-0.589	0.004	4.237	-0.307	-0.427	3.872
624.000	-0.577	-0.011	4.229	-0.325	-0.441	3.868
626.000	-0.521	0.026	4.226	-0.345	-0.442	3.853
628.000	-0.617	0.035	4.214	-0.347	-0.452	3.855
630.000	-0.601	0.050	4.218	-0.385	-0.408	3.841
632.000	-0.565	0.039	4.215	-0.329	-0.416	3.839
634.000	-0.593	0.015	4.204	-0.309	-0.399	3.838
636.000	-0.561	0.038	4.201	-0.395	-0.418	3.826
638.000	-0.589	0.045	4.192	-0.325	-0.423	3.822
640.000	-0.527	0.024	4.192	-0.339	-0.458	3.824
642.000	-0.571	0.029	4.185	-0.337	-0.401	3.801
644.000	-0.555	0.030	4.181	-0.309	-0.431	3.807
646.000	-0.475	0.092	4.173	-0.327	-0.436	3.791
648.000	-0.611	0.033	4.171	-0.303	-0.424	3.793
650.000	-0.577	0.042	4.169	-0.313	-0.408	3.788
652.000	-0.509	0.029	4.155	-0.327	-0.396	3.780
654.000	-0.479	0.026	4.141	-0.305	-0.392	3.780
656.000	-0.577	0.050	4.146	-0.327	-0.423	3.772
658.000	-0.567	-0.006	4.149	-0.264	-0.396	3.774
660.000	-0.533	0.048	4.123	-0.287	-0.364	3.758
662.000	-0.519	0.084	4.117	-0.270	-0.358	3.751
664.000	-0.541	0.029	4.133	-0.277	-0.375	3.758
666.000	-0.625	0.049	4.113	-0.315	-0.388	3.743
668.000	-0.619	0.058	4.107	-0.262	-0.350	3.739
670.000	-0.567	0.039	4.091	-0.281	-0.346	3.733
672.000	-0.619	0.028	4.083	-0.301	-0.354	3.731
674.000	-0.571	0.055	4.086	-0.254	-0.367	3.731
676.000	-0.559	0.025	4.070	-0.289	-0.330	3.715
678.000	-0.537	0.057	4.068	-0.277	-0.319	3.721
680.000	-0.565	0.069	4.065	-0.252	-0.322	3.715
682.000	-0.533	0.067	4.063	-0.262	-0.327	3.709
684.000	-0.529	0.037	4.054	-0.287	-0.329	3.705
686.000	-0.549	0.054	4.047	-0.260	-0.319	3.682
688.000	-0.549	0.081	4.045	-0.260	-0.296	3.694
690.000	-0.635	0.029	4.044	-0.293	-0.307	3.686
692.000	-0.501	0.084	4.022	-0.295	-0.254	3.678
694.000	-0.513	0.015	4.021	-0.295	-0.276	3.672
696.000	-0.567	0.073	4.034	-0.262	-0.291	3.666
698.000	-0.557	0.049	4.019	-0.277	-0.275	3.664
700.000	-0.517	0.048	4.006	-0.283	-0.271	3.658
702.000	-0.533	0.062	4.003	-0.287	-0.265	3.652
704.000	-0.523	0.048	3.999	-0.287	-0.267	3.644
706.000	-0.479	0.062	3.996	-0.323	-0.249	3.652
708.000	-0.575	0.058	3.979	-0.270	-0.256	3.640
710.000	-0.575	0.010	3.984	-0.303	-0.267	3.642
712.000	-0.525	0.042	3.968	-0.303	-0.280	3.627
714.000	-0.509	0.034	3.971	-0.240	-0.265	3.623
716.000	-0.509	0.078	3.961	-0.266	-0.222	3.630
718.000	-0.535	0.059	3.941	-0.272	-0.257	3.621
720.000	-0.535	0.014	3.946	-0.234	-0.251	3.619
722.000	-0.483	0.033	3.938	-0.285	-0.257	3.611
724.000	-0.445	0.024	3.938	-0.283	-0.268	3.605
726.000	-0.469	0.037	3.921	-0.234	-0.241	3.601
728.000	-0.449	0.064	3.921	-0.291	-0.272	3.587
730.000	-0.483	0.055	3.919	-0.295	-0.288	3.593
732.000	-0.449	0.079	3.914	-0.266	-0.277	3.583
734.000	-0.521	0.037	3.905	-0.285	-0.232	3.570
736.000	-0.467	0.053	3.892	-0.230	-0.228	3.568
738.000	-0.447	0.047	3.885	-0.281	-0.241	3.546
740.000	-0.471	0.072	3.880	-0.313	-0.229	3.550
742.000	-0.489	0.059	3.871	-0.295	-0.243	3.546
744.000	-0.423	0.053	3.859	-0.287	-0.267	3.538
746.000	-0.417	0.037	3.847	-0.266	-0.253	3.533
748.000	-0.409	0.025	3.858	-0.321	-0.230	3.531
750.000	-0.419	0.035	3.846	-0.299	-0.246	3.523
752.000	-0.473	0.073	3.842	-0.246	-0.241	3.521
754.000	-0.459	0.052	3.847	-0.311	-0.263	3.517
756.000	-0.485	0.035	3.828	-0.275	-0.266	3.506
758.000	-0.409	0.042	3.830	-0.309	-0.258	3.515
760.000	-0.439	0.023	3.820	-0.270	-0.295	3.498
762.000	-0.453	0.038	3.818	-0.262	-0.249	3.506
764.000	-0.421	-0.013	3.815	-0.313	-0.265	3.492
766.000	-0.423	0.077	3.820	-0.301	-0.271	3.492
768.000	-0.429	0.035	3.797	-0.281	-0.280	3.481
770.000	-0.479	0.055	3.790	-0.291	-0.266	3.464
772.000	-0.437	0.021	3.795	-0.303	-0.296	3.468
774.000	-0.429	0.042	3.787	-0.313	-0.281	3.466
776.000	-0.401	0.057	3.783	-0.272	-0.285	3.458
778.000	-0.391	0.044	3.764	-0.262	-0.268	3.447
780.000	-0.393	0.069	3.769	-0.279	-0.296	3.443
782.000	-0.379	0.049	3.759	-0.313	-0.297	3.439
784.000	-0.375	0.000	3.766	-0.277	-0.280	3.437
786.000	-0.405	0.039	3.767	-0.293	-0.319	3.439
788.000	-0.369	0.035	3.753	-0.333	-0.277	3.422
790.000	-0.379	0.026	3.737	-0.297	-0.253	3.417
792.000	-0.329	0.040	3.739	-0.272	-0.232	3.420
794.000	-0.347	0.023	3.737	-0.262	-0.275	3.413
796.000	-0.439	0.043	3.732	-0.281	-0.261	3.407
798.000	-0.423	0.054	3.732	-0.270	-0.272	3.405
800.000	-0.327	0.030	3.711	-0.315	-0.266	3.392
802.000	-0.383	0.060	3.727	-0.293	-0.263	3.394
804.000	-0.325	0.098	3.725	-0.297	-0.265	3.398
806.000	-0.391	0.062	3.714	-0.329	-0.266	3.387
808.000	-0.387	0.084	3.711	-0.303	-0.233	3.389
810.000	-0.385	0.053	3.687	-0.345	-0.241	3.370
812.000	-0.381	0.053	3.707	-0.287	-0.251	3.376
814.000	-0.327	0.011	3.687	-0.293	-0.228	3.374
816.000	-0.431	-0.006	3.682	-0.293	-0.224	3.368
818.000	-0.337	0.006	3.668	-0.281	-0.203	3.359
820.000	-0.345	0.026	3.664	-0.287	-0.228	3.359
822.000	-0.347	-0.006	3.659	-0.301	-0.186	3.357
824.000	-0.383	-0.009	3.662	-0.279	-0.214	3.346
826.000	-0.407	0.001	3.659	-0.329	-0.229	3.359
828.000	-0.317	-0.016	3.655	-0.323	-0.220	3.352
830.000	-0.411	-0.005	3.651	-0.266	-0.202	3.344
832.000	-0.313	-0.009	3.635	-0.315	-0.242	3.337
834.000	-0.345	0.005	3.644	-0.299	-0.193	3.348
836.000	-0.349	0.040	3.620	-0.234	-0.203	3.320
838.000	-0.331	0.034	3.624	-0.293	-0.219	3.328
840.000	-0.317	0.016	3.619	-0.297	-0.184	3.322
842.000	-0.331	-0.006	3.611	-0.301	-0.186	3.328
844.000	-0.347	0.043	3.609	-0.319	-0.166	3.313
846.000	-0.333	0.031	3.608	-0.214	-0.161	3.308
848.000	-0.295	-0.014	3.600	-0.309	-0.169	3.304
850.000	-0.349	0.016	3.602	-0.317	-0.142	3.308
852.000	-0.281	0.040	3.584	-0.283	-0.169	3.284
854.000	-0.262	0.031	3.591	-0.293	-0.154	3.297
856.000	-0.309	-0.004	3.580	-0.246	-0.155	3.282
858.000	-0.309	0.014	3.584	-0.289	-0.150	3.271
860.000	-0.268	0.009	3.578	-0.311	-0.154	3.275
862.000	-0.297	0.044	3.571	-0.287	-0.110	3.277
864.000	-0.226	-0.023	3.578	-0.244	-0.142	3.268
866.000	-0.305	0.054	3.560	-0.270	-0.136	3.275
868.000	-0.323	-0.004	3.565	-0.291	-0.137	3.268
870.000	-0.301	0.030	3.560	-0.277	-0.123	3.257
872.000	-0.222	0.016	3.558	-0.270	-0.159	3.257
874.000	-0.248	-0.031	3.539	-0.321	-0.134	3.253
