time(ms)	lx (deg)	ly (deg)	lpupdiameter (mm)	rx (deg)	ry (deg)	rpupdiameter (mm)
88.000	-0.383	0.078	2.833	-0.186	0.014	2.627
90.000	-0.365	0.106	2.826	-0.196	0.003	2.630
92.000	-0.389	0.116	2.823	-0.200	0.011	2.638
94.000	-0.369	0.098	2.830	-0.154	0.023	2.630
96.000	-0.391	0.110	2.823	-0.216	0.008	2.630
98.000	-0.389	0.098	2.833	-0.182	0.015	2.641
100.000	-0.361	0.098	2.840	-0.204	0.015	2.635
102.000	-0.347	0.079	2.826	-0.172	0.014	2.633
104.000	-0.363	0.123	2.828	-0.204	0.019	2.627
106.000	-0.337	0.098	2.828	-0.210	0.019	2.627
108.000	-0.355	0.101	2.835	-0.212	0.016	2.630
110.000	-0.355	0.089	2.842	-0.180	0.021	2.635
112.000	-0.349	0.092	2.828	-0.194	0.011	2.630
114.000	-0.361	0.098	2.835	-0.192	0.029	2.630
116.000	-0.343	0.094	2.835	-0.188	0.025	2.630
118.000	-0.359	0.107	2.830	-0.186	0.026	2.627
120.000	-0.353	0.098	2.828	-0.196	0.023	2.627
122.000	-0.349	0.081	2.830	-0.184	0.020	2.627
124.000	-0.353	0.115	2.828	-0.186	0.034	2.624
126.000	-0.335	0.093	2.830	-0.174	0.033	2.622
128.000	-0.387	0.091	2.842	-0.156	0.038	2.619
130.000	-0.371	0.088	2.830	-0.172	0.035	2.630
132.000	-0.381	0.116	2.833	-0.138	0.029	2.630
134.000	-0.359	0.103	2.835	-0.128	0.025	2.633
136.000	-0.359	0.108	2.830	-0.124	0.026	2.633
138.000	-0.379	0.091	2.830	-0.126	0.021	2.633
140.000	-0.379	0.091	2.835	-0.150	0.026	2.633
142.000	-0.369	0.089	2.826	-0.120	0.009	2.633
144.000	-0.343	0.091	2.828	-0.126	0.021	2.624
146.000	-0.369	0.074	2.830	-0.146	0.026	2.627
148.000	-0.381	0.105	2.828	-0.144	0.025	2.635
150.000	-0.315	0.079	2.833	-0.114	0.020	2.627
152.000	-0.331	0.094	2.826	-0.120	0.013	2.635
154.000	-0.359	0.074	2.826	-0.130	-0.006	2.641
156.000	-0.347	0.084	2.828	-0.130	-0.010	2.647
158.000	-0.335	0.097	2.833	-0.114	-0.005	2.647
160.000	-0.321	0.097	2.821	-0.090	0.009	2.638
162.000	-0.343	0.076	2.835	-0.098	-0.024	2.641
164.000	-0.339	0.098	2.833	-0.100	-0.006	2.635
166.000	-0.329	0.086	2.826	-0.094	-0.020	2.641
168.000	-0.391	0.064	2.828	-0.082	-0.004	2.635
170.000	-0.311	0.084	2.837	-0.084	-0.038	2.635
172.000	-0.335	0.091	2.833	-0.068	-0.033	2.630
174.000	-0.345	0.103	2.828	-0.110	-0.021	2.635
176.000	-0.335	0.083	2.833	-0.076	-0.039	2.635
178.000	-0.347	0.096	2.830	-0.084	-0.042	2.638
180.000	-0.319	0.084	2.823	-0.106	-0.048	2.641
182.000	-0.329	0.087	2.837	-0.112	-0.055	2.635
184.000	-0.349	0.093	2.833	-0.116	-0.038	2.641
186.000	-0.357	0.084	2.833	-0.142	-0.052	2.641
188.000	-0.311	0.079	2.828	-0.116	-0.028	2.638
190.000	-0.355	0.073	2.826	-0.136	-0.045	2.633
192.000	-0.299	0.083	2.833	-0.142	-0.048	2.641
194.000	-0.323	0.103	2.833	-0.122	-0.029	2.635
196.000	-0.291	0.077	2.828	-0.130	-0.019	2.635
198.000	-0.297	0.087	2.833	-0.156	-0.035	2.641
200.000	-0.351	0.076	2.826	-0.154	-0.038	2.635
202.000	-0.331	0.071	2.840	-0.168	-0.033	2.633
204.000	-0.345	0.079	2.833	-0.152	-0.025	2.635
206.000	-0.387	0.087	2.835	-0.154	-0.016	2.638
208.000	-0.289	0.096	2.837	-0.164	-0.015	2.641
210.000	-0.321	0.100	2.837	-0.144	-0.020	2.647
212.000	-0.353	0.106	2.830	-0.136	0.000	2.641
214.000	-0.353	0.100	2.830	-0.148	-0.010	2.641
216.000	-0.303	0.115	2.833	-0.124	-0.020	2.644
218.000	-0.347	0.089	2.835	-0.144	0.001	2.638
220.000	-0.305	0.096	2.826	-0.144	0.004	2.635
222.000	-0.341	0.105	2.828	-0.120	0.004	2.638
224.000	-0.323	0.101	2.833	-0.112	0.003	2.638
226.000	-0.315	0.098	2.835	-0.122	-0.011	2.641
228.000	-0.347	0.082	2.833	-0.148	-0.008	2.644
230.000	-0.339	0.098	2.833	-0.134	-0.008	2.641
232.000	-0.337	0.089	2.830	-0.130	-0.008	2.638
234.000	-0.365	0.086	2.833	-0.120	0.000	2.641
236.000	-0.323	0.086	2.828	-0.130	-0.008	2.641
238.000	-0.359	0.089	2.842	-0.114	-0.008	2.644
240.000	-0.341	0.087	2.835	-0.120	-0.005	2.638
242.000	-0.355	0.089	2.840	-0.102	0.005	2.644
244.000	-0.287	0.097	2.837	-0.116	0.004	2.638
246.000	-0.337	0.081	2.826	-0.114	0.021	2.633
248.000	-0.315	0.087	2.837	-0.114	0.023	2.647
250.000	-0.309	0.084	2.835	-0.096	0.024	2.641
252.000	-0.301	0.089	2.844	-0.090	0.023	2.641
254.000	-0.331	0.074	2.828	-0.126	0.029	2.635
256.000	-0.361	0.067	2.835	-0.106	0.019	2.641
258.000	-0.331	0.101	2.830	-0.110	0.019	2.644
260.000	-0.301	0.112	2.837	-0.094	0.033	2.635
262.000	-0.319	0.082	2.842	-0.106	0.034	2.641
264.000	-0.333	0.073	2.842	-0.108	0.033	2.638
266.000	-0.325	0.088	2.835	-0.120	0.042	2.638
268.000	-0.291	0.083	2.837	-0.116	0.030	2.638
270.000	-0.319	0.081	2.830	-0.124	0.043	2.633
272.000	-0.287	0.093	2.835	-0.094	0.034	2.638
274.000	-0.323	0.096	2.842	-0.098	0.045	2.635
276.000	-0.319	0.087	2.837	-0.086	0.042	2.633
278.000	-0.311	0.086	2.830	-0.102	0.048	2.644
280.000	-0.283	0.055	2.833	-0.076	0.020	2.641
282.000	-0.323	0.082	2.835	-0.094	0.021	2.635
284.000	-0.315	0.098	2.833	-0.100	0.016	2.633
286.000	-0.299	0.091	2.835	-0.098	-0.008	2.641
288.000	-0.270	0.083	2.837	-0.062	0.011	2.638
290.000	-0.333	0.067	2.835	-0.102	0.011	2.641
292.000	-0.275	0.063	2.844	-0.100	0.020	2.635
294.000	-0.323	0.067	2.833	-0.120	0.004	2.641
296.000	-0.291	0.086	2.830	-0.108	0.004	2.641
298.000	-0.275	0.094	2.833	-0.096	0.005	2.641
300.000	-0.323	0.078	2.840	-0.110	-0.001	2.638
302.000	-0.319	0.088	2.837	-0.106	0.009	2.638
304.000	-0.272	0.083	2.837	-0.104	0.005	2.638
306.000	-0.272	0.063	2.835	-0.112	0.004	2.633
308.000	-0.287	0.069	2.835	-0.106	0.011	2.641
310.000	-0.275	0.042	2.844	-0.114	0.004	2.641
312.000	-0.260	0.052	2.830	-0.096	0.025	2.641
314.000	-0.309	0.082	2.833	-0.134	0.021	2.627
316.000	-0.325	0.058	2.837	-0.116	0.014	2.638
318.000	-0.268	0.081	2.837	-0.104	0.004	2.638
320.000	-0.283	0.065	2.835	-0.112	0.003	2.635
322.000	-0.317	0.062	2.828	-0.112	0.018	2.627
324.000	-0.313	0.058	2.833	-0.084	0.001	2.641
326.000	-0.287	0.053	2.835	-0.100	0.009	2.638
328.000	-0.303	0.069	2.833	-0.064	0.001	2.635
330.000	-0.299	0.049	2.844	-0.084	-0.001	2.633
332.000	-0.321	0.062	2.837	-0.056	0.000	2.635
334.000	-0.309	0.059	2.842	-0.094	-0.011	2.635
336.000	-0.303	0.057	2.830	-0.064	-0.019	2.633
338.000	-0.260	0.065	2.833	-0.078	-0.016	2.633
340.000	-0.339	0.079	2.833	-0.038	-0.034	2.633
342.000	-0.305	0.064	2.840	-0.054	-0.015	2.638
344.000	-0.313	0.074	2.830	-0.074	-0.048	2.630
346.000	-0.321	0.059	2.835	-0.070	-0.035	2.641
348.000	-0.341	0.078	2.835	-0.046	-0.019	2.635
350.000	-0.321	0.050	2.840	-0.026	-0.018	2.638
352.000	-0.327	0.043	2.840	-0.010	-0.031	2.644
354.000	-0.305	0.059	2.842	-0.032	-0.019	2.641
356.000	-0.268	0.076	2.833	-0.034	-0.018	2.633
358.000	-0.295	0.059	2.837	-0.038	-0.010	2.633
360.000	-0.317	0.063	2.844	-0.064	-0.006	2.644
362.000	-0.305	0.069	2.830	-0.032	-0.023	2.638
364.000	-0.301	0.063	2.833	-0.034	-0.004	2.635
366.000	-0.303	0.071	2.840	-0.018	-0.003	2.638
368.000	-0.281	0.021	2.828	-0.040	0.004	2.644
370.000	-0.295	0.058	2.849	-0.002	0.011	2.635
372.000	-0.343	0.042	2.840	-0.046	0.024	2.647
374.000	-0.329	0.042	2.835	-0.034	0.023	2.644
376.000	-0.343	0.047	2.840	-0.016	0.019	2.641
378.000	-0.309	0.029	2.837	0.006	0.024	2.641
380.000	-0.347	0.065	2.837	-0.014	0.040	2.635
382.000	-0.323	0.049	2.833	-0.020	0.054	2.638
384.000	-0.283	0.059	2.828	-0.040	0.038	2.644
386.000	-0.313	0.055	2.837	-0.032	0.042	2.647
388.000	-0.337	0.069	2.844	-0.042	0.064	2.633
390.000	-0.299	0.059	2.842	-0.028	0.052	2.638
392.000	-0.295	0.055	2.828	-0.038	0.091	2.630
394.000	-0.270	0.063	2.837	-0.048	0.069	2.627
396.000	-0.258	0.050	2.844	-0.024	0.077	2.638
398.000	-0.254	0.069	2.830	-0.032	0.065	2.622
400.000	-0.277	0.065	2.828	-0.040	0.048	2.633
402.000	-0.297	0.068	2.835	-0.044	0.050	2.630
404.000	-0.262	0.073	2.842	-0.042	0.057	2.624
406.000	-0.323	0.059	2.849	-0.052	0.058	2.627
408.000	-0.262	0.071	2.842	-0.048	0.052	2.635
410.000	-0.279	0.042	2.830	-0.030	0.060	2.630
412.000	-0.262	0.063	2.840	-0.044	0.060	2.627
414.000	-0.252	0.059	2.840	-0.038	0.060	2.635
416.000	-0.359	0.053	2.830	-0.036	0.058	2.635
418.000	-0.305	0.044	2.842	-0.020	0.040	2.641
420.000	-0.315	0.059	2.840	-0.054	0.059	2.644
422.000	-0.309	0.057	2.837	-0.028	0.037	2.635
424.000	-0.305	0.067	2.835	-0.070	0.040	2.635
426.000	-0.313	0.058	2.835	-0.054	0.049	2.630
428.000	-0.303	0.060	2.830	-0.040	0.044	2.638
430.000	-0.275	0.058	2.828	-0.032	0.040	2.644
432.000	-0.305	0.055	2.830	-0.040	0.049	2.638
434.000	-0.258	0.068	2.823	-0.042	0.053	2.630
436.000	-0.291	0.060	2.823	-0.052	0.037	2.638
438.000	-0.281	0.062	2.837	-0.036	0.052	2.635
440.000	-0.270	0.063	2.826	-0.038	0.068	2.627
442.000	-0.311	0.058	2.833	-0.030	0.039	2.627
444.000	-0.281	0.043	2.833	-0.062	0.063	2.627
446.000	-0.297	0.067	2.823	-0.042	0.059	2.633
448.000	-0.287	0.071	2.819	-0.038	0.064	2.633
450.000	-0.250	0.058	2.828	-0.030	0.064	2.641
452.000	-0.266	0.047	2.821	-0.032	0.068	2.624
454.000	-0.264	0.050	2.811	-0.044	0.069	2.613
456.000	-0.307	0.060	2.828	-0.012	0.072	2.627
458.000	-0.277	0.048	2.821	-0.024	0.067	2.622
460.000	-0.279	0.052	2.816	-0.018	0.057	2.619
462.000	-0.293	0.054	2.816	-0.028	0.074	2.613
464.000	-0.275	0.042	2.819	-0.022	0.064	2.622
466.000	-0.293	0.054	2.816	-0.042	0.077	2.622
468.000	-0.281	0.060	2.819	-0.042	0.065	2.619
470.000	-0.236	0.057	2.804	-0.046	0.059	2.616
472.000	-0.291	0.052	2.814	-0.058	0.059	2.627
474.000	-0.214	0.058	2.819	-0.046	0.076	2.622
476.000	-0.275	0.058	2.814	-0.028	0.053	2.624
478.000	-0.246	0.054	2.807	-0.030	0.060	2.616
480.000	-0.279	0.060	2.811	-0.012	0.052	2.624
482.000	-0.283	0.044	2.804	-0.028	0.045	2.616
484.000	-0.252	0.060	2.802	-0.018	0.058	2.610
486.000	-0.258	0.033	2.809	-0.022	0.030	2.624
488.000	-0.262	0.055	2.802	-0.038	0.029	2.627
490.000	-0.226	0.052	2.811	-0.050	0.028	2.630
492.000	-0.291	0.039	2.807	-0.044	0.024	2.624
494.000	-0.279	0.059	2.804	-0.052	0.029	2.619
496.000	-0.283	0.064	2.804	-0.062	0.023	2.622
498.000	-0.268	0.048	2.800	-0.050	0.014	2.624
500.000	-0.264	0.048	2.800	-0.044	0.018	2.613
502.000	-0.270	0.063	2.800	-0.074	0.018	2.622
504.000	-0.226	0.063	2.797	-0.082	-0.004	2.624
506.000	-0.216	0.049	2.800	-0.064	0.014	2.616
508.000	-0.240	0.047	2.795	-0.064	0.040	2.610
510.000	-0.250	0.047	2.788	-0.086	0.004	2.619
512.000	-0.212	0.048	2.793	-0.054	0.009	2.610
514.000	-0.232	0.045	2.788	-0.094	0.004	2.616
516.000	-0.266	0.063	2.797	-0.086	-0.016	2.616
518.000	-0.252	0.063	2.790	-0.072	-0.003	2.619
520.000	-0.272	0.068	2.788	-0.076	0.001	2.613
522.000	-0.248	0.074	2.785	-0.070	0.015	2.608
524.000	-0.224	0.069	2.781	-0.096	-0.004	2.608
526.000	-0.224	0.055	2.781	-0.096	-0.013	2.605
528.000	-0.240	0.052	2.790	-0.070	-0.016	2.613
530.000	-0.228	0.065	2.783	-0.070	-0.010	2.610
532.000	-0.240	0.060	2.783	-0.086	0.008	2.602
534.000	-0.248	0.057	2.776	-0.118	0.010	2.605
536.000	-0.258	0.054	2.781	-0.074	0.018	2.605
538.000	-0.305	0.054	2.771	-0.074	0.016	2.608
540.000	-0.228	0.060	2.769	-0.070	0.024	2.596
542.000	-0.258	0.063	2.774	-0.074	-0.001	2.602
544.000	-0.198	0.064	2.771	-0.054	0.008	2.596
546.000	-0.228	0.047	2.778	-0.062	0.025	2.605
548.000	-0.232	0.047	2.771	-0.082	0.003	2.605
550.000	-0.240	0.058	2.769	-0.038	0.005	2.593
552.000	-0.270	0.050	2.766	-0.056	-0.004	2.602
554.000	-0.266	0.060	2.759	-0.068	0.004	2.596
556.000	-0.307	0.040	2.769	-0.108	-0.006	2.599
558.000	-0.268	0.023	2.759	-0.100	-0.053	2.582
560.000	-0.315	-0.001	2.757	-0.116	-0.081	2.593
562.000	-0.305	-0.031	2.766	-0.110	-0.078	2.582
564.000	-0.270	-0.016	2.752	-0.132	-0.081	2.588
566.000	-0.264	-0.024	2.762	-0.104	-0.082	2.585
568.000	-0.297	-0.003	2.752	-0.086	-0.087	2.588
570.000	-0.240	-0.004	2.752	-0.034	-0.062	2.591
572.000	-0.238	0.023	2.745	-0.044	-0.044	2.582
574.000	-0.204	0.029	2.747	-0.038	-0.037	2.579
576.000	-0.214	0.006	2.740	-0.032	-0.039	2.574
578.000	-0.206	0.006	2.735	-0.028	-0.026	2.579
580.000	-0.206	0.015	2.740	-0.024	-0.035	2.571
582.000	-0.246	0.014	2.740	-0.050	-0.030	2.576
584.000	-0.234	0.003	2.747	-0.044	-0.008	2.568
586.000	-0.226	0.019	2.740	-0.020	-0.028	2.576
588.000	-0.242	0.008	2.733	-0.042	-0.015	2.562
590.000	-0.254	0.021	2.737	-0.024	-0.006	2.559
592.000	-0.212	0.035	2.733	-0.054	-0.016	2.571
594.000	-0.246	0.019	2.733	-0.014	-0.013	2.556
596.000	-0.226	0.003	2.733	-0.024	-0.029	2.562
598.000	-0.182	-0.003	2.728	-0.042	-0.025	2.559
600.000	-0.277	-0.001	2.728	-0.058	-0.015	2.556
602.000	-0.266	0.001	2.728	-0.030	-0.034	2.559
604.000	-0.246	0.025	2.721	-0.050	-0.019	2.554
606.000	-0.214	0.005	2.721	-0.046	-0.029	2.554
608.000	-0.236	0.016	2.708	-0.018	-0.026	2.539
610.000	-0.170	-0.009	2.703	-0.022	-0.018	2.536
612.000	-0.164	0.005	2.706	-0.004	-0.026	2.536
614.000	-0.244	0.013	2.711	-0.004	-0.020	2.533
616.000	-0.218	0.005	2.713	-0.016	-0.026	2.531
618.000	-0.202	0.023	2.708	-0.028	-0.015	2.528
620.000	-0.196	0.009	2.708	-0.040	-0.018	2.539
622.000	-0.230	0.019	2.689	-0.038	-0.020	2.525
624.000	-0.226	0.018	2.696	-0.038	-0.025	2.525
626.000	-0.224	0.029	2.694	-0.038	-0.030	2.519
628.000	-0.218	0.015	2.686	-0.014	-0.028	2.516
630.000	-0.200	0.029	2.689	-0.012	-0.010	2.519
632.000	-0.218	0.000	2.691	-0.030	-0.023	2.525
634.000	-0.172	0.009	2.681	-0.022	-0.015	2.516
636.000	-0.202	0.015	2.686	-0.050	-0.020	2.513
638.000	-0.206	-0.005	2.689	-0.040	-0.030	2.510
640.000	-0.182	0.000	2.686	-0.016	-0.033	2.510
642.000	-0.202	-0.011	2.689	0.006	-0.039	2.513
644.000	-0.224	0.000	2.681	-0.020	-0.045	2.507
646.000	-0.226	-0.003	2.674	-0.044	-0.030	2.510
648.000	-0.200	0.008	2.666	-0.024	-0.034	2.498
650.000	-0.212	0.010	2.674	-0.032	-0.049	2.513
652.000	-0.182	0.004	2.664	-0.028	-0.035	2.496
654.000	-0.198	0.030	2.654	-0.032	-0.030	2.496
656.000	-0.166	0.008	2.659	-0.022	-0.042	2.487
658.000	-0.190	0.025	2.661	-0.026	-0.042	2.493
660.000	-0.204	-0.003	2.671	-0.060	-0.049	2.498
662.000	-0.174	0.009	2.654	-0.044	-0.038	2.478
664.000	-0.192	0.003	2.666	-0.042	-0.052	2.490
666.000	-0.202	0.009	2.666	-0.020	-0.048	2.484
668.000	-0.192	0.018	2.652	-0.032	-0.054	2.481
670.000	-0.198	0.010	2.656	-0.052	-0.044	2.481
672.000	-0.154	0.018	2.652	-0.042	-0.038	2.478
674.000	-0.188	0.001	2.654	-0.024	-0.048	2.478
676.000	-0.194	0.009	2.649	-0.044	-0.049	2.475
678.000	-0.134	0.018	2.652	-0.082	-0.040	2.478
680.000	-0.168	-0.011	2.654	-0.062	-0.034	2.469
682.000	-0.176	0.021	2.644	-0.066	-0.029	2.475
684.000	-0.154	0.011	2.639	-0.046	-0.048	2.472
686.000	-0.146	0.025	2.631	-0.060	-0.034	2.466
688.000	-0.186	0.001	2.647	-0.062	-0.048	2.466
690.000	-0.178	0.021	2.639	-0.040	-0.064	2.463
692.000	-0.144	-0.009	2.642	-0.030	-0.038	2.466
694.000	-0.152	0.028	2.626	-0.054	-0.045	2.463
696.000	-0.160	-0.005	2.634	-0.070	-0.054	2.457
698.000	-0.120	0.019	2.621	-0.050	-0.035	2.463
700.000	-0.200	0.006	2.621	-0.058	-0.042	2.466
702.000	-0.162	0.019	2.619	-0.058	-0.035	2.457
704.000	-0.166	0.030	2.616	-0.064	-0.042	2.451
706.000	-0.114	-0.005	2.609	-0.042	-0.035	2.448
708.000	-0.154	0.015	2.616	-0.060	-0.055	2.457
710.000	-0.172	0.010	2.614	-0.084	-0.013	2.448
712.000	-0.160	-0.006	2.604	-0.074	-0.024	2.451
714.000	-0.160	0.013	2.609	-0.078	-0.026	2.454
716.000	-0.182	0.033	2.593	-0.046	-0.026	2.442
718.000	-0.146	0.033	2.596	-0.076	-0.013	2.436
720.000	-0.122	0.029	2.599	-0.036	-0.025	2.454
722.000	-0.142	0.023	2.591	-0.058	-0.020	2.445
724.000	-0.124	0.001	2.596	-0.068	-0.010	2.442
726.000	-0.118	0.013	2.586	-0.060	-0.024	2.445
728.000	-0.094	0.004	2.583	-0.058	0.000	2.433
730.000	-0.126	0.023	2.591	-0.054	0.001	2.424
732.000	-0.136	0.020	2.588	-0.044	-0.013	2.436
734.000	-0.150	0.003	2.583	-0.090	-0.016	2.427
736.000	-0.122	-0.004	2.581	-0.054	-0.006	2.430
738.000	-0.146	0.008	2.578	-0.056	-0.016	2.430
740.000	-0.176	0.031	2.570	-0.062	-0.003	2.421
742.000	-0.100	0.019	2.570	-0.054	-0.009	2.412
744.000	-0.116	-0.014	2.578	-0.054	-0.020	2.424
746.000	-0.128	0.006	2.570	-0.058	-0.009	2.415
748.000	-0.188	0.016	2.568	-0.088	-0.016	2.409
750.000	-0.118	0.008	2.560	-0.092	-0.020	2.409
752.000	-0.120	-0.013	2.560	-0.076	-0.025	2.409
754.000	-0.164	0.019	2.568	-0.044	-0.013	2.397
756.000	-0.098	0.005	2.568	-0.038	-0.010	2.406
758.000	-0.122	0.011	2.555	-0.072	0.000	2.394
760.000	-0.136	-0.011	2.560	-0.082	-0.013	2.403
762.000	-0.120	-0.001	2.555	-0.082	-0.014	2.394
764.000	-0.148	-0.001	2.557	-0.072	0.004	2.394
766.000	-0.114	-0.001	2.555	-0.084	-0.019	2.403
768.000	-0.150	-0.004	2.552	-0.058	-0.025	2.391
770.000	-0.122	0.023	2.552	-0.056	-0.011	2.391
772.000	-0.118	0.014	2.550	-0.026	-0.003	2.394
774.000	-0.176	0.003	2.550	-0.074	-0.004	2.391
776.000	-0.116	0.006	2.547	-0.072	-0.019	2.387
778.000	-0.106	0.006	2.539	-0.042	-0.013	2.384
780.000	-0.102	0.003	2.547	-0.094	-0.019	2.381
782.000	-0.100	-0.021	2.544	-0.046	-0.011	2.384
784.000	-0.146	-0.011	2.542	-0.066	-0.026	2.387
786.000	-0.134	-0.005	2.542	-0.064	-0.010	2.381
788.000	-0.162	0.001	2.542	-0.068	-0.024	2.375
790.000	-0.120	0.009	2.534	-0.054	-0.020	2.375
792.000	-0.122	-0.008	2.537	-0.054	-0.040	2.378
794.000	-0.162	0.006	2.531	-0.044	-0.009	2.372
796.000	-0.138	0.005	2.531	-0.084	-0.016	2.366
798.000	-0.094	-0.008	2.537	-0.068	-0.015	2.363
800.000	-0.126	0.011	2.529	-0.080	-0.018	2.366
802.000	-0.124	-0.001	2.534	-0.088	-0.031	2.369
804.000	-0.140	0.006	2.534	-0.088	-0.024	2.363
806.000	-0.118	0.005	2.531	-0.074	-0.034	2.366
808.000	-0.134	-0.001	2.526	-0.078	-0.030	2.354
810.000	-0.140	0.004	2.526	-0.054	-0.034	2.360
812.000	-0.096	0.004	2.529	-0.084	-0.047	2.347
814.000	-0.094	0.004	2.524	-0.046	-0.043	2.354
816.000	-0.154	0.011	2.521	-0.066	-0.047	2.357
818.000	-0.120	0.010	2.531	-0.072	-0.053	2.350
820.000	-0.152	0.003	2.521	-0.030	-0.048	2.357
822.000	-0.168	0.009	2.529	-0.074	-0.055	2.357
824.000	-0.098	0.013	2.516	-0.034	-0.038	2.347
826.000	-0.106	-0.001	2.521	-0.056	-0.054	2.347
828.000	-0.132	0.000	2.524	-0.070	-0.049	2.344
830.000	-0.110	0.008	2.510	-0.042	-0.087	2.341
832.000	-0.098	0.008	2.516	-0.052	-0.086	2.341
834.000	-0.106	-0.006	2.526	-0.046	-0.077	2.344
836.000	-0.150	0.004	2.510	-0.042	-0.074	2.344
838.000	-0.144	0.020	2.510	-0.046	-0.069	2.347
840.000	-0.104	-0.006	2.508	-0.004	-0.068	2.338
842.000	-0.124	0.016	2.508	-0.050	-0.077	2.332
844.000	-0.094	0.000	2.505	-0.002	-0.079	2.335
846.000	-0.118	0.020	2.508	-0.036	-0.062	2.328
848.000	-0.130	0.021	2.505	-0.020	-0.065	2.328
850.000	-0.076	-0.003	2.510	-0.020	-0.068	2.332
852.000	-0.082	0.037	2.500	-0.030	-0.065	2.328
854.000	-0.086	-0.010	2.495	-0.018	-0.091	2.325
856.000	-0.116	0.020	2.495	-0.026	-0.082	2.313
858.000	-0.128	0.009	2.497	-0.024	-0.072	2.322
860.000	-0.114	0.008	2.489	0.008	-0.086	2.322
862.000	-0.090	0.001	2.497	0.018	-0.093	2.328
864.000	-0.112	0.003	2.492	-0.006	-0.083	2.319
866.000	-0.128	0.001	2.497	-0.010	-0.076	2.322
868.000	-0.112	0.008	2.484	-0.014	-0.068	2.313
870.000	-0.106	-0.010	2.495	-0.024	-0.067	2.325
872.000	-0.100	0.004	2.487	-0.012	-0.079	2.310
874.000	-0.122	0.001	2.484	0.010	-0.074	2.313
876.000	-0.110	0.011	2.487	0.000	-0.074	2.310
878.000	-0.148	-0.009	2.495	-0.010	-0.084	2.313
880.000	-0.098	-0.005	2.484	-0.006	-0.101	2.313
882.000	-0.078	0.004	2.476	-0.014	-0.089	2.313
884.000	-0.076	0.006	2.484	-0.008	-0.065	2.310
886.000	-0.012	0.006	2.465	-0.014	-0.074	2.306
888.000	-0.038	0.001	2.476	0.008	-0.078	2.303
890.000	-0.144	0.008	2.473	-0.006	-0.081	2.310
892.000	-0.084	-0.018	2.473	0.028	-0.092	2.306
894.000	-0.074	0.001	2.479	0.000	-0.084	2.313
896.000	-0.016	0.003	2.476	-0.004	-0.068	2.303
898.000	-0.056	0.004	2.473	0.014	-0.077	2.310
900.000	-0.096	0.001	2.473	0.010	-0.094	2.306
902.000	-0.090	0.004	2.473	0.006	-0.086	2.310
904.000	-0.080	0.000	2.468	0.010	-0.091	2.303
