time(ms)	lx (deg)	ly (deg)	lpupdiameter (mm)	rx (deg)	ry (deg)	rpupdiameter (mm)
96.000	-0.180	0.101	5.289	-0.192	-0.223	5.564
98.000	-0.160	0.111	5.288	-0.250	-0.229	5.555
100.000	-0.166	0.065	5.283	-0.238	-0.200	5.554
102.000	-0.174	0.068	5.286	-0.218	-0.217	5.562
104.000	-0.192	0.086	5.302	-0.200	-0.200	5.558
106.000	-0.184	0.091	5.292	-0.220	-0.183	5.562
108.000	-0.162	0.137	5.283	-0.174	-0.173	5.556
110.000	-0.184	0.091	5.294	-0.212	-0.176	5.556
112.000	-0.160	0.111	5.293	-0.224	-0.199	5.556
114.000	-0.216	0.092	5.286	-0.218	-0.188	5.560
116.000	-0.148	0.083	5.284	-0.248	-0.208	5.554
118.000	-0.194	0.093	5.289	-0.186	-0.228	5.558
120.000	-0.184	0.084	5.284	-0.190	-0.181	5.555
122.000	-0.174	0.105	5.283	-0.204	-0.190	5.546
124.000	-0.218	0.097	5.289	-0.224	-0.193	5.560
126.000	-0.198	0.103	5.279	-0.220	-0.178	5.551
128.000	-0.164	0.107	5.286	-0.226	-0.185	5.555
130.000	-0.220	0.074	5.291	-0.216	-0.181	5.556
132.000	-0.174	0.091	5.282	-0.238	-0.205	5.553
134.000	-0.170	0.084	5.288	-0.254	-0.170	5.560
136.000	-0.172	0.086	5.280	-0.224	-0.194	5.543
138.000	-0.190	0.097	5.274	-0.218	-0.210	5.560
140.000	-0.206	0.064	5.274	-0.218	-0.166	5.558
142.000	-0.190	0.105	5.287	-0.248	-0.203	5.554
144.000	-0.182	0.105	5.277	-0.220	-0.200	5.554
146.000	-0.188	0.081	5.280	-0.283	-0.176	5.549
148.000	-0.170	0.082	5.275	-0.226	-0.196	5.558
150.000	-0.174	0.101	5.278	-0.262	-0.164	5.553
152.000	-0.152	0.100	5.277	-0.266	-0.178	5.555
154.000	-0.180	0.107	5.282	-0.268	-0.170	5.550
156.000	-0.180	0.083	5.275	-0.220	-0.188	5.547
158.000	-0.140	0.089	5.277	-0.262	-0.185	5.559
160.000	-0.228	0.092	5.283	-0.291	-0.188	5.554
162.000	-0.188	0.078	5.275	-0.256	-0.209	5.551
164.000	-0.238	0.065	5.287	-0.246	-0.169	5.554
166.000	-0.186	0.105	5.272	-0.264	-0.209	5.551
168.000	-0.200	0.107	5.268	-0.275	-0.218	5.558
170.000	-0.210	0.089	5.278	-0.230	-0.205	5.562
172.000	-0.188	0.113	5.264	-0.270	-0.178	5.560
174.000	-0.182	0.098	5.265	-0.256	-0.189	5.553
176.000	-0.214	0.073	5.270	-0.281	-0.194	5.562
178.000	-0.182	0.128	5.277	-0.254	-0.195	5.566
180.000	-0.218	0.101	5.265	-0.272	-0.181	5.556
182.000	-0.200	0.087	5.264	-0.275	-0.186	5.556
184.000	-0.212	0.084	5.278	-0.250	-0.189	5.566
186.000	-0.184	0.120	5.267	-0.277	-0.176	5.556
188.000	-0.206	0.111	5.274	-0.250	-0.174	5.556
190.000	-0.188	0.110	5.268	-0.299	-0.178	5.560
192.000	-0.182	0.098	5.268	-0.287	-0.200	5.559
194.000	-0.184	0.084	5.273	-0.281	-0.186	5.560
196.000	-0.202	0.076	5.270	-0.252	-0.169	5.562
198.000	-0.208	0.087	5.275	-0.295	-0.171	5.566
200.000	-0.198	0.121	5.253	-0.325	-0.173	5.554
202.000	-0.198	0.092	5.262	-0.297	-0.194	5.553
204.000	-0.186	0.083	5.267	-0.291	-0.184	5.564
206.000	-0.228	0.117	5.265	-0.303	-0.170	5.555
208.000	-0.204	0.123	5.267	-0.329	-0.179	5.553
210.000	-0.192	0.125	5.260	-0.289	-0.193	5.554
212.000	-0.218	0.092	5.269	-0.303	-0.179	5.571
214.000	-0.214	0.083	5.269	-0.305	-0.180	5.560
216.000	-0.214	0.103	5.265	-0.272	-0.188	5.564
218.000	-0.204	0.116	5.264	-0.307	-0.154	5.570
220.000	-0.226	0.094	5.264	-0.317	-0.179	5.572
222.000	-0.218	0.117	5.259	-0.313	-0.170	5.563
224.000	-0.184	0.110	5.264	-0.307	-0.169	5.563
226.000	-0.208	0.105	5.262	-0.355	-0.169	5.559
228.000	-0.184	0.126	5.263	-0.327	-0.176	5.566
230.000	-0.194	0.117	5.267	-0.313	-0.189	5.567
232.000	-0.192	0.107	5.265	-0.339	-0.178	5.566
234.000	-0.182	0.112	5.257	-0.333	-0.195	5.566
236.000	-0.182	0.083	5.268	-0.309	-0.169	5.583
238.000	-0.174	0.120	5.272	-0.335	-0.185	5.564
240.000	-0.168	0.125	5.258	-0.313	-0.149	5.563
242.000	-0.196	0.093	5.260	-0.323	-0.154	5.566
244.000	-0.192	0.087	5.273	-0.315	-0.145	5.574
246.000	-0.204	0.122	5.273	-0.279	-0.146	5.583
248.000	-0.202	0.128	5.273	-0.295	-0.173	5.574
250.000	-0.192	0.106	5.263	-0.313	-0.130	5.572
252.000	-0.210	0.087	5.275	-0.270	-0.144	5.572
254.000	-0.200	0.100	5.265	-0.295	-0.171	5.578
256.000	-0.232	0.086	5.274	-0.258	-0.166	5.579
258.000	-0.224	0.105	5.272	-0.343	-0.122	5.578
260.000	-0.198	0.087	5.267	-0.317	-0.140	5.579
262.000	-0.224	0.111	5.263	-0.319	-0.136	5.578
264.000	-0.232	0.127	5.270	-0.301	-0.120	5.578
266.000	-0.212	0.130	5.264	-0.279	-0.135	5.583
268.000	-0.186	0.115	5.273	-0.327	-0.189	5.580
270.000	-0.196	0.137	5.269	-0.345	-0.157	5.574
272.000	-0.254	0.108	5.274	-0.291	-0.164	5.588
274.000	-0.228	0.088	5.274	-0.299	-0.154	5.588
276.000	-0.256	0.122	5.268	-0.319	-0.170	5.583
278.000	-0.210	0.092	5.265	-0.369	-0.174	5.579
280.000	-0.204	0.117	5.264	-0.325	-0.156	5.581
282.000	-0.250	0.127	5.268	-0.349	-0.135	5.579
284.000	-0.260	0.110	5.260	-0.353	-0.174	5.583
286.000	-0.252	0.105	5.275	-0.347	-0.179	5.580
288.000	-0.272	0.094	5.270	-0.349	-0.162	5.584
290.000	-0.268	0.101	5.277	-0.345	-0.170	5.591
292.000	-0.246	0.098	5.262	-0.401	-0.127	5.589
294.000	-0.244	0.103	5.272	-0.355	-0.157	5.599
296.000	-0.204	0.144	5.269	-0.327	-0.152	5.592
298.000	-0.277	0.123	5.278	-0.331	-0.150	5.601
300.000	-0.234	0.089	5.270	-0.349	-0.152	5.595
302.000	-0.252	0.116	5.279	-0.349	-0.159	5.604
304.000	-0.252	0.127	5.279	-0.335	-0.161	5.592
306.000	-0.301	0.094	5.272	-0.335	-0.145	5.608
308.000	-0.202	0.127	5.268	-0.363	-0.154	5.599
310.000	-0.250	0.125	5.268	-0.339	-0.131	5.606
312.000	-0.270	0.065	5.277	-0.339	-0.149	5.613
314.000	-0.218	0.096	5.268	-0.311	-0.154	5.604
316.000	-0.279	0.111	5.277	-0.335	-0.141	5.599
318.000	-0.327	0.091	5.273	-0.335	-0.164	5.610
320.000	-0.299	0.105	5.278	-0.379	-0.121	5.614
322.000	-0.254	0.094	5.279	-0.351	-0.171	5.612
324.000	-0.248	0.128	5.279	-0.347	-0.156	5.608
326.000	-0.242	0.113	5.292	-0.397	-0.150	5.613
328.000	-0.238	0.105	5.283	-0.353	-0.179	5.614
330.000	-0.287	0.097	5.282	-0.375	-0.175	5.614
332.000	-0.268	0.127	5.283	-0.325	-0.178	5.616
334.000	-0.252	0.113	5.287	-0.343	-0.150	5.616
336.000	-0.264	0.112	5.279	-0.321	-0.161	5.622
338.000	-0.252	0.081	5.289	-0.341	-0.186	5.623
340.000	-0.194	0.132	5.284	-0.341	-0.127	5.616
342.000	-0.222	0.116	5.284	-0.335	-0.137	5.614
344.000	-0.228	0.093	5.286	-0.359	-0.154	5.626
346.000	-0.232	0.107	5.291	-0.333	-0.175	5.623
348.000	-0.234	0.096	5.286	-0.363	-0.165	5.623
350.000	-0.264	0.108	5.291	-0.319	-0.152	5.622
352.000	-0.232	0.108	5.289	-0.335	-0.142	5.621
354.000	-0.242	0.105	5.297	-0.315	-0.156	5.631
356.000	-0.232	0.100	5.302	-0.363	-0.141	5.625
358.000	-0.250	0.063	5.289	-0.325	-0.149	5.638
360.000	-0.226	0.050	5.297	-0.347	-0.157	5.632
362.000	-0.240	0.100	5.299	-0.309	-0.130	5.640
364.000	-0.258	0.082	5.301	-0.321	-0.174	5.632
366.000	-0.260	0.059	5.309	-0.327	-0.180	5.639
368.000	-0.246	0.079	5.306	-0.327	-0.179	5.649
370.000	-0.222	0.093	5.306	-0.335	-0.171	5.647
372.000	-0.222	0.071	5.304	-0.347	-0.188	5.639
374.000	-0.264	0.067	5.313	-0.369	-0.151	5.640
376.000	-0.232	0.079	5.314	-0.347	-0.140	5.647
378.000	-0.252	0.067	5.317	-0.279	-0.160	5.647
380.000	-0.285	0.060	5.317	-0.309	-0.144	5.649
382.000	-0.228	0.094	5.306	-0.367	-0.136	5.640
384.000	-0.222	0.134	5.302	-0.325	-0.146	5.642
386.000	-0.258	0.089	5.304	-0.315	-0.142	5.649
388.000	-0.254	0.082	5.311	-0.323	-0.160	5.656
390.000	-0.238	0.116	5.315	-0.353	-0.141	5.661
392.000	-0.226	0.078	5.312	-0.357	-0.169	5.653
394.000	-0.244	0.077	5.308	-0.395	-0.159	5.657
396.000	-0.246	0.089	5.313	-0.361	-0.161	5.655
398.000	-0.236	0.084	5.323	-0.357	-0.151	5.666
400.000	-0.234	0.122	5.317	-0.323	-0.164	5.661
402.000	-0.264	0.084	5.322	-0.315	-0.162	5.673
404.000	-0.228	0.073	5.318	-0.373	-0.159	5.662
406.000	-0.266	0.092	5.322	-0.335	-0.176	5.667
408.000	-0.305	0.102	5.328	-0.355	-0.140	5.669
410.000	-0.287	0.065	5.320	-0.379	-0.155	5.677
412.000	-0.258	0.093	5.320	-0.367	-0.149	5.666
414.000	-0.258	0.077	5.315	-0.345	-0.131	5.671
416.000	-0.246	0.093	5.320	-0.347	-0.144	5.673
418.000	-0.238	0.086	5.320	-0.387	-0.151	5.673
420.000	-0.234	0.088	5.323	-0.397	-0.156	5.673
422.000	-0.214	0.068	5.322	-0.369	-0.142	5.677
424.000	-0.268	0.093	5.325	-0.369	-0.178	5.677
426.000	-0.224	0.073	5.322	-0.383	-0.144	5.675
428.000	-0.256	0.079	5.323	-0.361	-0.152	5.686
430.000	-0.236	0.078	5.332	-0.357	-0.146	5.679
432.000	-0.277	0.081	5.323	-0.385	-0.156	5.679
434.000	-0.252	0.076	5.324	-0.397	-0.145	5.687
436.000	-0.226	0.092	5.333	-0.357	-0.134	5.677
438.000	-0.234	0.089	5.335	-0.371	-0.146	5.677
440.000	-0.242	0.102	5.327	-0.381	-0.149	5.678
442.000	-0.222	0.078	5.332	-0.347	-0.145	5.692
444.000	-0.240	0.069	5.325	-0.305	-0.161	5.693
446.000	-0.230	0.082	5.325	-0.349	-0.157	5.684
448.000	-0.236	0.087	5.329	-0.377	-0.135	5.688
450.000	-0.246	0.072	5.333	-0.385	-0.135	5.692
452.000	-0.214	0.062	5.329	-0.361	-0.141	5.689
454.000	-0.206	0.076	5.323	-0.373	-0.131	5.684
456.000	-0.258	0.069	5.335	-0.353	-0.160	5.693
458.000	-0.234	0.049	5.327	-0.379	-0.120	5.678
460.000	-0.250	0.078	5.333	-0.333	-0.180	5.700
462.000	-0.216	0.086	5.333	-0.387	-0.131	5.695
464.000	-0.198	0.083	5.322	-0.353	-0.170	5.689
466.000	-0.242	0.074	5.339	-0.341	-0.137	5.696
468.000	-0.176	0.055	5.332	-0.361	-0.141	5.691
470.000	-0.218	0.074	5.334	-0.317	-0.132	5.693
472.000	-0.250	0.071	5.332	-0.343	-0.146	5.692
474.000	-0.238	0.089	5.330	-0.355	-0.141	5.701
476.000	-0.210	0.072	5.330	-0.379	-0.118	5.697
478.000	-0.242	0.074	5.333	-0.393	-0.151	5.696
480.000	-0.250	0.060	5.323	-0.401	-0.128	5.688
482.000	-0.224	0.108	5.328	-0.377	-0.150	5.695
484.000	-0.190	0.094	5.323	-0.385	-0.134	5.698
486.000	-0.228	0.049	5.337	-0.375	-0.128	5.702
488.000	-0.230	0.058	5.323	-0.405	-0.149	5.696
490.000	-0.202	0.068	5.325	-0.381	-0.132	5.704
492.000	-0.178	0.091	5.333	-0.415	-0.127	5.696
494.000	-0.240	0.062	5.327	-0.367	-0.142	5.692
496.000	-0.220	0.087	5.322	-0.407	-0.131	5.706
498.000	-0.212	0.039	5.320	-0.433	-0.117	5.696
500.000	-0.164	0.088	5.318	-0.387	-0.122	5.689
502.000	-0.224	0.039	5.329	-0.333	-0.141	5.706
504.000	-0.194	0.073	5.324	-0.413	-0.137	5.698
506.000	-0.206	0.098	5.320	-0.395	-0.103	5.697
508.000	-0.246	0.043	5.323	-0.393	-0.118	5.702
510.000	-0.230	0.068	5.315	-0.425	-0.121	5.706
512.000	-0.200	0.058	5.322	-0.409	-0.110	5.700
514.000	-0.170	0.092	5.318	-0.415	-0.134	5.696
516.000	-0.184	0.042	5.320	-0.407	-0.118	5.697
518.000	-0.168	0.076	5.319	-0.399	-0.134	5.697
520.000	-0.214	0.060	5.320	-0.381	-0.126	5.698
522.000	-0.210	0.029	5.338	-0.407	-0.141	5.702
524.000	-0.176	0.043	5.317	-0.405	-0.083	5.697
526.000	-0.174	0.064	5.312	-0.397	-0.094	5.696
528.000	-0.206	0.019	5.319	-0.399	-0.103	5.702
530.000	-0.194	0.045	5.309	-0.403	-0.106	5.696
532.000	-0.182	0.062	5.314	-0.409	-0.097	5.698
534.000	-0.204	0.037	5.322	-0.403	-0.101	5.689
536.000	-0.166	0.064	5.313	-0.431	-0.072	5.691
538.000	-0.182	0.042	5.298	-0.401	-0.084	5.696
540.000	-0.172	0.034	5.306	-0.415	-0.108	5.691
542.000	-0.210	0.047	5.301	-0.421	-0.071	5.687
544.000	-0.162	0.020	5.299	-0.439	-0.100	5.677
546.000	-0.170	0.026	5.296	-0.381	-0.071	5.679
548.000	-0.202	0.054	5.296	-0.403	-0.088	5.686
550.000	-0.238	0.039	5.291	-0.393	-0.083	5.677
552.000	-0.168	0.011	5.294	-0.445	-0.089	5.675
554.000	-0.204	0.047	5.280	-0.479	-0.097	5.661
556.000	-0.170	0.042	5.279	-0.395	-0.067	5.675
558.000	-0.170	0.006	5.274	-0.379	-0.058	5.669
560.000	-0.176	0.025	5.274	-0.421	-0.082	5.656
562.000	-0.198	0.045	5.270	-0.421	-0.084	5.658
564.000	-0.190	0.057	5.275	-0.429	-0.073	5.658
566.000	-0.184	0.040	5.263	-0.443	-0.035	5.657
568.000	-0.206	0.033	5.262	-0.445	-0.067	5.648
570.000	-0.198	0.060	5.259	-0.447	-0.062	5.653
572.000	-0.138	0.071	5.252	-0.457	-0.060	5.642
574.000	-0.152	0.058	5.238	-0.419	-0.057	5.643
576.000	-0.192	0.042	5.230	-0.471	-0.062	5.625
578.000	-0.174	0.043	5.235	-0.441	-0.050	5.635
580.000	-0.196	0.037	5.229	-0.457	-0.045	5.625
582.000	-0.226	0.023	5.226	-0.471	-0.040	5.622
584.000	-0.170	0.063	5.219	-0.441	-0.042	5.619
586.000	-0.158	0.039	5.220	-0.453	-0.034	5.599
588.000	-0.174	0.071	5.207	-0.411	-0.049	5.612
590.000	-0.210	0.023	5.210	-0.459	-0.019	5.609
592.000	-0.156	0.082	5.201	-0.453	-0.030	5.600
594.000	-0.198	0.048	5.192	-0.393	-0.043	5.599
596.000	-0.180	0.020	5.195	-0.317	-0.038	5.597
598.000	-0.080	0.000	5.197	-0.216	-0.054	5.601
600.000	-0.002	-0.034	5.189	-0.164	-0.086	5.587
602.000	0.060	-0.071	5.187	-0.120	-0.115	5.591
604.000	0.080	-0.062	5.182	-0.164	-0.102	5.583
606.000	0.054	-0.038	5.166	-0.260	-0.097	5.560
608.000	0.004	-0.048	5.164	-0.224	-0.098	5.568
610.000	-0.040	-0.003	5.160	-0.309	-0.069	5.568
612.000	-0.086	0.020	5.147	-0.371	-0.053	5.558
614.000	-0.128	0.034	5.142	-0.403	-0.047	5.553
616.000	-0.152	0.072	5.138	-0.415	-0.053	5.554
618.000	-0.162	0.076	5.121	-0.371	0.010	5.537
620.000	-0.106	0.077	5.127	-0.397	-0.045	5.541
622.000	-0.150	0.052	5.120	-0.363	0.004	5.527
624.000	-0.138	0.078	5.123	-0.317	-0.015	5.519
626.000	-0.104	0.086	5.105	-0.329	-0.023	5.506
628.000	-0.124	0.045	5.102	-0.321	-0.026	5.515
630.000	-0.112	0.049	5.099	-0.313	-0.004	5.509
632.000	-0.120	0.068	5.095	-0.329	-0.003	5.503
634.000	-0.146	0.058	5.093	-0.275	0.006	5.496
636.000	-0.162	0.079	5.073	-0.266	-0.010	5.493
638.000	-0.140	0.059	5.071	-0.361	0.006	5.486
640.000	-0.152	0.059	5.069	-0.345	0.005	5.478
642.000	-0.120	0.092	5.062	-0.349	0.008	5.479
644.000	-0.156	0.091	5.059	-0.303	0.000	5.467
646.000	-0.156	0.050	5.048	-0.275	-0.011	5.466
648.000	-0.116	0.098	5.031	-0.309	0.033	5.453
650.000	-0.156	0.052	5.034	-0.297	0.014	5.451
652.000	-0.130	0.079	5.027	-0.353	0.019	5.442
654.000	-0.148	0.105	5.024	-0.337	0.019	5.438
656.000	-0.134	0.072	5.017	-0.341	0.033	5.416
658.000	-0.198	0.102	5.012	-0.327	0.016	5.427
660.000	-0.188	0.084	4.994	-0.363	0.059	5.416
662.000	-0.128	0.089	5.002	-0.355	0.042	5.414
664.000	-0.178	0.073	4.992	-0.315	0.042	5.407
666.000	-0.136	0.127	4.979	-0.369	0.043	5.399
668.000	-0.164	0.093	4.975	-0.325	0.048	5.385
670.000	-0.148	0.122	4.969	-0.323	0.023	5.382
672.000	-0.148	0.139	4.967	-0.313	0.052	5.373
674.000	-0.150	0.116	4.960	-0.325	0.067	5.373
676.000	-0.100	0.122	4.944	-0.315	0.059	5.355
678.000	-0.162	0.081	4.942	-0.333	0.048	5.359
680.000	-0.164	0.111	4.929	-0.331	0.055	5.340
682.000	-0.110	0.113	4.917	-0.373	0.060	5.339
684.000	-0.136	0.101	4.921	-0.343	0.079	5.325
686.000	-0.134	0.115	4.918	-0.337	0.038	5.329
688.000	-0.162	0.100	4.912	-0.297	0.069	5.326
690.000	-0.160	0.112	4.903	-0.299	0.064	5.323
692.000	-0.140	0.121	4.893	-0.349	0.044	5.322
694.000	-0.168	0.142	4.887	-0.329	0.047	5.314
696.000	-0.164	0.135	4.893	-0.291	0.054	5.296
698.000	-0.178	0.093	4.880	-0.287	0.103	5.307
700.000	-0.162	0.139	4.868	-0.313	0.106	5.290
702.000	-0.164	0.150	4.864	-0.313	0.092	5.282
704.000	-0.140	0.125	4.861	-0.337	0.057	5.281
706.000	-0.194	0.115	4.852	-0.323	0.088	5.272
708.000	-0.166	0.128	4.845	-0.351	0.120	5.263
710.000	-0.170	0.116	4.842	-0.299	0.105	5.261
712.000	-0.142	0.134	4.830	-0.321	0.131	5.253
714.000	-0.194	0.132	4.834	-0.279	0.126	5.254
716.000	-0.188	0.123	4.823	-0.305	0.113	5.243
718.000	-0.188	0.156	4.819	-0.341	0.126	5.239
720.000	-0.188	0.151	4.814	-0.341	0.107	5.223
722.000	-0.184	0.159	4.807	-0.277	0.150	5.223
724.000	-0.164	0.161	4.787	-0.289	0.165	5.209
726.000	-0.156	0.170	4.785	-0.295	0.179	5.205
728.000	-0.222	0.144	4.786	-0.317	0.137	5.201
730.000	-0.174	0.164	4.773	-0.252	0.149	5.188
732.000	-0.176	0.142	4.771	-0.331	0.142	5.193
734.000	-0.190	0.118	4.764	-0.315	0.140	5.184
736.000	-0.218	0.170	4.754	-0.275	0.154	5.174
738.000	-0.184	0.150	4.758	-0.289	0.137	5.160
740.000	-0.234	0.115	4.744	-0.311	0.141	5.168
742.000	-0.142	0.151	4.741	-0.289	0.149	5.157
744.000	-0.138	0.162	4.730	-0.295	0.166	5.146
746.000	-0.178	0.183	4.713	-0.293	0.170	5.144
748.000	-0.220	0.175	4.709	-0.266	0.194	5.136
750.000	-0.208	0.169	4.709	-0.303	0.171	5.133
752.000	-0.206	0.188	4.709	-0.343	0.171	5.120
754.000	-0.192	0.214	4.694	-0.319	0.189	5.116
756.000	-0.206	0.147	4.698	-0.297	0.137	5.114
758.000	-0.218	0.208	4.684	-0.321	0.179	5.106
760.000	-0.250	0.185	4.682	-0.331	0.191	5.104
762.000	-0.210	0.180	4.665	-0.317	0.234	5.093
764.000	-0.202	0.176	4.665	-0.303	0.212	5.084
766.000	-0.244	0.174	4.664	-0.289	0.193	5.081
768.000	-0.279	0.149	4.657	-0.321	0.233	5.077
770.000	-0.275	0.173	4.656	-0.281	0.239	5.071
772.000	-0.232	0.183	4.647	-0.268	0.248	5.064
774.000	-0.238	0.185	4.628	-0.287	0.247	5.058
776.000	-0.264	0.190	4.627	-0.287	0.220	5.057
778.000	-0.240	0.196	4.624	-0.287	0.263	5.049
780.000	-0.268	0.178	4.621	-0.307	0.228	5.041
782.000	-0.258	0.218	4.613	-0.258	0.271	5.036
784.000	-0.242	0.203	4.603	-0.281	0.281	5.028
786.000	-0.275	0.171	4.600	-0.266	0.292	5.020
788.000	-0.293	0.208	4.600	-0.224	0.251	5.023
790.000	-0.295	0.170	4.594	-0.236	0.254	5.001
792.000	-0.317	0.203	4.580	-0.287	0.283	5.004
794.000	-0.266	0.194	4.571	-0.295	0.261	4.988
796.000	-0.260	0.237	4.571	-0.297	0.276	4.984
798.000	-0.266	0.212	4.565	-0.295	0.272	4.984
800.000	-0.281	0.209	4.562	-0.258	0.275	4.978
802.000	-0.272	0.227	4.555	-0.258	0.329	4.975
804.000	-0.277	0.212	4.553	-0.254	0.299	4.962
806.000	-0.305	0.222	4.543	-0.277	0.275	4.954
808.000	-0.311	0.185	4.540	-0.244	0.272	4.947
810.000	-0.291	0.228	4.532	-0.264	0.305	4.950
812.000	-0.303	0.214	4.533	-0.313	0.344	4.935
814.000	-0.279	0.195	4.532	-0.246	0.291	4.925
816.000	-0.270	0.230	4.521	-0.295	0.319	4.920
818.000	-0.301	0.200	4.505	-0.248	0.335	4.920
820.000	-0.325	0.257	4.504	-0.299	0.334	4.916
822.000	-0.321	0.248	4.489	-0.283	0.321	4.902
824.000	-0.321	0.189	4.498	-0.275	0.320	4.910
826.000	-0.289	0.249	4.480	-0.254	0.335	4.896
828.000	-0.357	0.218	4.473	-0.287	0.305	4.899
830.000	-0.337	0.210	4.464	-0.285	0.369	4.887
832.000	-0.313	0.222	4.458	-0.214	0.348	4.889
834.000	-0.335	0.247	4.454	-0.307	0.325	4.875
836.000	-0.317	0.236	4.445	-0.240	0.364	4.875
838.000	-0.367	0.200	4.458	-0.232	0.359	4.869
840.000	-0.315	0.254	4.433	-0.244	0.364	4.853
842.000	-0.357	0.242	4.431	-0.289	0.344	4.856
844.000	-0.311	0.227	4.430	-0.242	0.354	4.844
846.000	-0.307	0.258	4.430	-0.260	0.349	4.842
848.000	-0.369	0.209	4.419	-0.270	0.374	4.839
850.000	-0.307	0.249	4.413	-0.244	0.390	4.831
852.000	-0.339	0.212	4.406	-0.272	0.384	4.825
854.000	-0.345	0.234	4.392	-0.262	0.370	4.821
856.000	-0.359	0.237	4.395	-0.230	0.380	4.806
858.000	-0.351	0.243	4.397	-0.240	0.353	4.807
860.000	-0.367	0.273	4.386	-0.238	0.355	4.804
862.000	-0.337	0.242	4.372	-0.248	0.373	4.795
864.000	-0.317	0.248	4.388	-0.254	0.394	4.795
866.000	-0.333	0.233	4.365	-0.242	0.397	4.772
868.000	-0.293	0.230	4.347	-0.277	0.353	4.770
870.000	-0.331	0.220	4.362	-0.299	0.360	4.772
872.000	-0.329	0.214	4.351	-0.230	0.387	4.764
874.000	-0.335	0.217	4.347	-0.190	0.399	4.761
876.000	-0.429	0.204	4.350	-0.299	0.350	4.763
878.000	-0.369	0.219	4.353	-0.248	0.422	4.746
880.000	-0.377	0.222	4.333	-0.236	0.406	4.740
882.000	-0.335	0.248	4.328	-0.236	0.407	4.733
884.000	-0.365	0.220	4.322	-0.212	0.407	4.735
886.000	-0.377	0.214	4.316	-0.244	0.413	4.719
888.000	-0.365	0.238	4.316	-0.279	0.401	4.719
890.000	-0.401	0.243	4.305	-0.262	0.385	4.719
892.000	-0.367	0.241	4.299	-0.240	0.428	4.707
894.000	-0.423	0.224	4.296	-0.212	0.437	4.707
896.000	-0.403	0.272	4.285	-0.212	0.403	4.696
898.000	-0.385	0.262	4.274	-0.222	0.424	4.690
900.000	-0.411	0.246	4.279	-0.220	0.430	4.691
902.000	-0.481	0.230	4.270	-0.218	0.433	4.695
